"FSC-A","FSC-W","SSC-A","DAPI-A","DAPI-W"
749,253,609,0,0
675,272,602,408,912
773,257,640,0,0
745,258,624,0,1023
663,244,559,0,0
625,254,524,0,0
662,275,757,186,910
683,256,582,0,0
591,253,543,5,903
691,275,658,171,909
785,258,666,0,0
695,257,584,0,0
752,269,644,0,0
663,251,556,0,0
605,245,552,0,0
679,256,560,0,0
785,258,643,3,905
744,258,592,0,0
695,255,540,0,0
590,269,586,207,911
661,254,555,0,0
752,257,613,0,0
711,258,570,0,0
682,254,573,0,0
654,254,528,0,0
595,245,670,0,0
747,258,621,0,0
813,272,703,0,0
663,270,637,197,910
683,253,569,0,0
753,255,641,0,0
812,261,705,0,0
728,259,596,0,0
694,305,731,185,912
710,257,608,0,0
806,265,706,0,0
622,244,583,0,0
607,253,506,0,0
792,260,656,0,0
752,260,641,0,0
694,264,699,202,910
672,262,561,0,0
700,258,598,0,0
763,260,749,0,865
576,238,512,0,0
686,261,578,208,910
809,260,708,0,751
620,272,456,204,910
746,258,609,0,0
689,255,580,0,0
646,252,594,0,926
807,259,696,0,0
598,246,494,0,0
594,243,540,0,0
680,288,919,201,917
700,288,797,169,913
773,318,734,6,907
695,259,580,0,0
602,253,515,0,0
670,328,718,0,0
580,247,550,0,0
718,296,765,17,924
620,254,541,0,0
671,253,575,0,0
673,259,565,0,0
681,259,603,0,0
799,266,748,0,860
766,259,570,4,904
818,261,721,0,0
789,259,701,0,0
702,258,601,0,0
815,261,733,0,0
777,258,627,0,0
587,261,498,1,904
586,269,523,0,0
584,249,616,0,804
743,256,631,0,0
720,274,620,1,855
742,262,618,0,0
616,267,581,1,876
804,261,675,0,0
726,267,676,1,894
746,257,631,0,0
587,243,634,2,904
774,259,616,3,905
820,277,777,8,911
701,269,730,179,913
686,259,618,0,0
665,262,591,0,887
783,261,606,4,915
743,258,558,1,898
701,283,719,185,913
762,258,642,0,0
730,261,574,0,0
614,259,519,0,0
603,258,512,0,0
598,298,636,0,0
717,256,608,0,0
752,258,621,0,0
608,261,519,0,0
599,254,529,0,0
661,261,620,192,910
621,256,619,0,659
659,273,600,1,910
584,259,535,0,0
630,250,642,0,0
812,263,764,0,0
742,259,536,6,909
656,264,655,0,878
731,261,615,0,807
638,283,691,196,913
688,259,640,0,0
810,263,772,0,0
799,259,685,0,0
625,250,521,0,0
761,259,627,0,0
685,264,546,0,887
672,289,707,187,912
639,301,643,190,912
810,263,681,5,904
617,277,566,213,910
759,260,599,4,910
655,255,563,0,0
633,248,518,0,0
589,285,701,203,913
724,259,602,0,883
584,285,619,2,920
765,261,619,4,906
756,258,628,0,0
691,262,576,203,910
790,260,593,5,909
726,256,606,0,0
874,280,755,39,912
758,258,592,4,905
660,297,644,423,912
628,254,645,0,736
663,259,557,0,0
673,304,616,5,917
819,262,752,1,939
668,260,584,1,904
604,278,596,203,910
739,258,616,0,0
671,254,543,0,0
797,267,812,0,733
590,338,660,203,912
596,247,640,0,0
670,259,570,0,719
763,261,607,4,907
654,263,505,0,806
663,262,564,0,0
590,257,393,3,905
585,247,490,1,911
623,254,488,0,0
622,262,640,0,880
715,256,522,0,0
788,262,647,0,0
583,267,583,0,841
696,258,583,0,0
719,259,600,0,0
664,260,591,0,0
600,258,525,0,0
689,254,585,0,0
587,257,450,0,870
628,254,560,0,0
595,250,438,0,0
598,260,526,0,0
679,257,559,0,0
605,265,528,201,910
739,258,608,0,0
674,263,608,2,903
781,261,658,0,0
707,254,583,0,0
792,262,737,0,0
642,256,536,0,0
687,261,581,0,0
696,258,586,0,0
752,260,630,0,0
648,448,711,3,954
682,271,720,202,913
649,255,558,0,0
751,261,639,3,906
625,256,546,0,886
708,255,593,0,0
581,271,656,196,912
766,261,638,4,916
588,316,672,6,913
569,302,594,216,912
641,261,542,0,0
580,265,650,0,851
641,257,577,0,0
785,262,674,0,0
585,263,518,0,683
633,261,552,0,842
613,255,586,0,0
819,261,692,0,887
841,273,757,29,915
810,263,716,4,908
818,265,752,0,849
792,281,740,0,675
584,280,527,212,911
765,266,697,192,909
604,310,696,202,914
676,261,551,0,0
609,375,569,2,912
787,260,675,0,0
811,262,676,9,911
663,258,663,94,910
850,346,811,1,958
616,255,519,0,0
726,263,677,0,0
785,260,578,4,905
687,262,594,210,910
679,261,611,0,0
743,264,813,0,881
772,257,641,0,0
655,311,709,214,912
778,264,820,6,916
604,255,529,0,776
797,261,714,1,923
678,262,542,1,899
854,266,709,8,911
709,260,566,0,0
604,257,547,0,0
648,252,557,0,0
814,261,708,0,803
708,274,661,0,908
611,249,550,0,0
654,254,553,0,853
652,258,559,0,0
703,256,589,0,0
637,258,527,0,0
655,253,684,0,894
603,263,611,0,931
601,251,539,0,844
764,260,640,0,862
618,280,583,215,912
794,267,804,0,0
625,256,695,4,907
652,262,566,0,0
716,269,615,196,909
677,256,571,0,0
594,257,526,0,649
673,256,564,0,0
722,274,691,11,915
629,250,548,0,0
642,268,592,193,910
744,260,619,0,877
630,257,557,0,0
688,258,590,0,725
630,258,554,0,850
685,264,625,201,910
686,259,588,0,873
593,254,507,0,895
676,259,590,0,0
768,304,706,206,911
622,251,546,0,0
699,254,579,0,0
673,258,575,0,838
751,259,638,0,0
651,270,569,201,911
594,266,530,0,833
612,252,548,0,0
624,258,555,1,907
692,263,585,0,901
573,245,534,0,810
780,270,788,6,910
586,335,574,1,889
732,270,667,199,910
589,254,549,0,0
592,260,543,0,0
590,265,527,0,849
689,256,598,0,829
607,299,650,1,916
593,248,492,0,704
870,266,729,12,911
632,258,520,0,725
797,262,576,4,909
599,241,561,0,845
751,260,629,0,0
674,265,533,215,909
617,277,618,0,0
632,260,534,0,0
616,251,518,0,810
628,254,525,0,0
646,258,557,0,0
646,469,668,0,659
613,266,652,0,859
770,261,694,0,882
602,265,545,0,860
676,261,584,0,0
757,360,661,0,945
651,260,571,0,0
790,261,677,4,912
620,261,511,0,0
856,282,668,10,918
696,261,615,0,852
610,303,568,214,913
812,289,693,0,720
598,284,537,216,911
710,260,550,210,909
670,270,735,0,918
719,257,603,0,0
780,258,680,0,0
627,262,563,0,0
641,258,523,0,0
588,251,507,0,0
754,259,572,1,902
766,258,617,0,0
574,257,562,0,716
730,259,611,0,835
571,256,517,0,870
748,261,618,0,870
738,267,868,4,910
636,256,516,0,860
675,257,506,205,908
808,261,710,0,876
716,260,604,1,903
822,268,726,3,903
677,278,617,209,911
794,286,630,4,912
760,292,745,187,911
592,256,723,89,909
591,255,588,0,791
736,263,687,7,912
594,261,520,0,0
658,267,661,0,893
720,260,595,0,0
613,264,565,1,903
791,264,683,0,0
606,258,521,0,0
610,271,543,211,911
691,260,601,3,908
644,268,525,208,910
653,258,557,0,0
733,257,600,0,0
809,261,721,0,0
581,255,711,0,870
691,262,583,0,896
645,256,540,0,0
794,261,672,0,856
583,242,549,0,0
842,388,955,15,939
649,255,583,0,0
699,270,642,0,892
760,259,647,0,889
578,267,525,0,881
765,262,634,1,915
661,255,567,0,870
704,261,574,0,0
685,259,551,0,0
571,250,583,0,861
851,461,847,273,944
852,432,736,35,952
811,262,714,0,0
698,259,651,0,899
821,264,646,5,910
585,254,520,0,865
669,259,580,0,0
641,253,546,0,851
581,247,514,0,0
808,260,705,0,0
764,259,641,0,0
599,276,553,201,911
664,281,662,202,911
590,320,548,0,0
615,265,543,212,910
591,253,592,0,0
786,261,658,0,896
701,265,699,1,908
693,257,581,0,0
691,265,534,2,911
571,292,590,214,912
669,256,611,0,659
766,259,644,0,0
649,258,542,0,0
754,261,636,0,870
796,263,602,7,909
778,261,640,0,0
628,261,610,206,910
589,267,529,0,0
713,257,611,0,766
795,270,727,6,905
670,262,557,0,0
761,260,627,0,0
634,274,663,2,910
582,287,530,0,839
741,261,759,0,0
629,252,490,3,907
777,263,647,0,852
782,276,734,12,910
614,258,531,0,0
642,300,619,195,910
768,262,593,0,0
601,267,494,0,841
729,488,689,13,911
801,261,735,0,871
598,273,640,195,912
615,273,564,213,911
715,260,606,0,773
592,309,534,206,910
732,263,719,0,874
774,274,647,1,902
688,259,611,5,913
575,249,518,0,0
601,257,486,1,923
582,241,611,0,706
812,261,723,6,911
763,258,572,4,905
703,267,711,184,910
757,282,780,17,918
679,259,584,0,882
798,261,658,5,906
766,260,610,1,899
769,259,561,1,901
778,261,635,5,917
737,258,591,0,0
615,261,516,0,0
600,288,538,219,911
583,268,471,0,884
770,268,637,4,912
587,277,505,208,910
648,278,774,0,926
786,265,732,0,0
600,250,520,0,870
753,259,637,0,823
614,259,622,1,884
677,260,577,0,0
587,248,521,0,0
808,261,715,0,881
855,282,871,0,788
634,249,561,0,771
680,257,570,0,0
629,249,525,0,0
719,265,657,189,909
678,274,603,201,910
814,261,674,7,907
691,260,582,0,705
589,272,556,0,618
613,268,606,214,911
794,262,710,0,0
663,268,565,204,909
571,249,665,0,887
585,295,547,0,909
699,257,591,0,0
796,260,681,0,0
645,269,560,208,910
825,262,705,5,911
717,271,724,181,909
657,260,616,0,0
769,258,646,0,0
780,263,664,7,912
627,258,619,0,752
794,259,659,0,778
801,262,714,0,780
618,283,650,199,911
684,268,725,189,911
772,282,706,213,910
628,273,607,1,920
604,278,549,204,910
782,267,666,0,0
809,262,691,0,0
737,265,593,2,911
624,258,527,0,824
652,282,690,192,911
749,256,631,0,618
756,262,603,5,908
582,272,496,0,816
688,261,668,0,0
806,263,735,0,0
571,235,459,0,867
655,259,610,0,0
591,248,622,0,906
575,260,549,0,755
647,268,575,200,909
583,262,587,0,912
672,484,925,6,966
595,256,533,0,0
713,267,602,0,0
800,266,791,0,0
730,258,601,0,669
687,259,580,0,904
665,263,551,60,910
660,259,571,0,835
617,260,523,0,777
815,261,689,0,0
685,264,631,0,789
678,266,835,0,894
623,303,556,210,910
638,265,538,0,0
631,260,546,0,813
581,260,603,0,906
633,257,549,0,0
754,267,598,3,911
781,264,665,10,910
671,265,564,0,0
588,260,534,0,868
590,293,581,199,914
781,266,717,0,842
694,271,568,414,912
594,252,503,0,790
601,273,536,0,841
724,257,591,0,850
802,262,706,0,0
