"FSC-A","FSC-W","SSC-A","DAPI-A","DAPI-W"
738,275,733,0,893
643,258,432,0,0
776,259,649,0,0
635,258,537,0,0
575,382,573,1,900
694,495,583,0,0
603,255,501,0,0
727,259,613,0,0
713,258,610,0,0
846,276,758,19,917
681,260,676,0,0
600,252,494,0,0
633,268,566,0,0
597,262,512,0,0
753,259,658,0,0
749,260,618,0,708
722,272,629,290,913
591,249,503,0,0
640,253,542,0,0
586,262,511,1,892
680,259,599,0,0
614,334,759,0,0
703,261,576,0,0
774,261,635,0,0
807,260,690,0,0
741,264,844,1,908
818,263,743,0,0
669,260,537,0,0
648,255,555,0,771
580,418,563,0,778
724,274,677,244,912
587,250,581,0,0
846,271,763,12,913
665,261,628,0,0
648,310,743,17,922
576,280,594,1,950
802,275,684,252,910
584,256,647,0,0
661,253,569,0,0
652,257,569,0,0
738,265,630,0,0
610,254,508,0,850
744,259,645,0,0
692,255,620,0,0
789,260,673,0,0
606,284,621,1,906
582,281,569,276,912
681,259,565,0,0
584,254,494,0,0
848,334,732,0,0
640,252,539,0,0
614,254,537,0,0
618,263,641,0,0
669,283,673,264,911
599,245,502,0,0
702,260,570,0,0
683,259,558,0,0
630,260,560,0,0
639,289,667,248,912
607,274,698,0,944
720,260,631,0,873
794,263,659,0,0
727,298,673,270,915
593,253,518,0,0
630,266,566,0,0
815,264,757,0,0
727,263,605,0,0
568,318,709,2,906
640,280,641,3,909
661,255,688,0,870
689,255,551,0,0
725,302,757,8,919
589,300,600,0,841
762,262,646,0,0
650,260,628,0,0
623,496,637,296,913
607,243,530,0,0
658,264,662,1,900
712,261,793,1,898
644,268,557,303,912
658,286,729,262,914
818,260,735,0,0
664,268,636,0,848
687,262,630,1,919
593,257,536,0,786
799,259,676,0,0
619,257,566,0,0
622,257,523,0,0
617,276,568,300,913
689,349,602,0,0
582,246,523,0,0
603,245,525,0,0
589,242,542,0,0
623,258,589,0,657
714,259,593,0,0
585,264,590,0,860
746,260,608,0,0
637,274,575,0,0
748,259,625,0,813
605,260,531,0,0
799,260,664,0,0
748,260,628,0,0
649,261,547,1,897
623,253,534,0,811
605,258,706,0,852
693,258,598,0,0
814,261,712,0,0
722,258,607,0,0
799,259,674,0,0
637,281,619,305,917
656,298,708,7,917
611,273,621,0,887
672,257,581,0,0
730,257,602,0,0
585,257,656,0,0
619,258,546,0,0
665,352,715,246,913
785,262,612,5,907
713,259,599,0,0
612,246,598,2,906
615,270,581,0,0
645,254,539,0,0
686,284,608,289,912
664,257,619,4,907
639,278,573,283,912
614,252,524,0,0
643,253,558,0,612
694,360,708,1,909
681,261,528,0,0
738,260,629,0,728
587,258,529,0,798
769,258,633,0,0
654,257,550,0,690
659,257,562,0,853
780,260,561,6,907
618,271,618,285,915
776,258,649,0,0
733,262,583,0,0
638,250,413,0,0
641,257,534,0,0
823,348,707,118,928
966,470,944,456,951
624,249,518,0,778
578,251,520,0,669
804,263,767,0,899
629,290,618,4,949
742,261,602,2,909
860,442,921,28,921
686,274,660,0,830
645,258,560,0,0
607,249,516,0,0
616,252,524,0,0
703,256,557,0,0
592,268,588,0,895
758,258,632,0,0
631,254,544,0,0
705,260,605,0,0
609,256,479,0,0
768,258,653,0,0
779,259,652,0,0
695,299,556,282,917
576,240,497,0,0
581,247,515,0,0
595,246,517,0,681
612,252,526,0,0
675,288,601,563,915
794,262,743,0,711
600,249,530,0,0
692,273,655,250,911
683,258,565,0,841
650,256,546,0,0
811,266,825,3,911
728,264,554,262,910
735,269,580,285,910
743,258,621,0,829
676,260,580,0,0
762,293,707,0,0
626,260,523,0,0
753,261,638,0,0
722,258,589,0,0
671,273,694,6,910
692,290,691,283,911
600,266,519,0,0
735,259,642,0,0
687,253,580,0,0
740,259,643,0,768
638,268,688,3,909
657,288,544,271,912
633,259,528,0,0
574,252,520,0,0
596,262,551,0,0
812,260,726,0,0
767,278,685,4,911
783,258,637,0,0
718,274,713,3,904
658,263,560,0,0
792,263,625,5,909
757,267,649,256,909
729,259,603,0,0
631,300,699,267,915
679,257,586,0,788
642,252,548,0,823
717,258,592,0,852
761,258,629,0,0
778,263,657,0,751
593,250,482,0,0
809,260,710,0,0
613,265,536,0,0
585,360,691,3,921
604,259,573,0,0
805,266,779,0,0
592,260,508,0,706
573,293,689,1,908
751,269,646,261,910
664,258,565,0,0
621,255,535,0,0
723,392,743,2,926
628,269,497,0,856
641,267,533,0,737
629,273,576,291,912
657,324,700,1,892
592,309,756,6,925
778,259,647,0,0
693,261,550,0,0
699,263,693,0,870
731,260,587,0,0
683,257,560,0,0
633,249,670,0,901
581,264,541,0,846
727,260,640,0,0
611,246,525,0,0
688,258,546,0,0
626,256,533,0,0
769,261,642,0,0
802,268,656,17,911
605,256,508,0,0
597,267,452,0,791
640,276,553,0,0
606,259,538,0,0
755,257,620,0,0
570,242,496,0,641
609,308,647,1,926
646,276,582,0,0
750,261,710,0,877
694,259,586,0,0
609,263,742,2,905
584,274,504,0,926
613,384,590,0,836
649,266,566,0,0
623,256,541,0,765
726,271,543,296,910
661,259,560,0,889
711,262,612,0,0
768,259,632,0,771
596,242,606,0,0
648,254,580,0,766
627,263,564,0,857
646,263,578,0,773
677,255,587,0,0
619,259,549,0,804
578,272,624,0,841
698,260,582,0,871
785,259,648,0,0
665,262,593,0,0
609,247,555,0,758
615,262,653,0,920
633,251,512,0,0
698,258,592,0,0
721,260,586,0,0
795,261,677,0,0
583,261,511,0,783
644,304,613,0,793
707,256,704,0,857
585,243,486,0,853
673,381,624,0,0
759,259,650,0,891
680,281,525,276,912
599,252,652,0,735
812,261,732,0,0
663,265,688,1,906
613,248,531,0,0
620,256,529,0,827
602,255,646,0,885
705,257,610,0,0
734,261,601,0,0
679,303,606,0,849
675,276,654,280,914
711,259,706,0,905
748,262,628,0,787
693,259,592,0,874
602,266,515,0,0
605,251,506,0,0
614,240,496,0,0
690,256,615,5,911
786,268,728,256,910
678,270,601,2,910
685,313,587,0,788
707,259,605,0,0
601,253,522,0,871
691,267,536,289,910
734,261,642,0,0
576,241,521,0,698
739,347,784,296,912
610,260,578,0,878
838,278,652,11,912
730,260,614,0,843
654,260,560,0,0
670,259,566,0,0
681,258,579,0,0
566,247,515,0,727
794,262,680,0,916
596,298,494,296,914
660,257,545,0,0
797,263,685,0,0
729,261,597,0,872
686,276,551,270,910
610,269,706,1,905
720,295,628,6,916
573,246,599,0,909
809,260,712,0,0
635,256,544,0,0
747,259,624,0,0
604,257,526,0,657
606,247,524,0,779
645,265,544,1,901
737,259,616,0,848
587,251,502,0,675
663,260,365,0,0
616,293,552,0,0
733,259,627,0,0
660,262,566,0,0
684,264,519,271,909
609,251,532,0,778
621,272,567,0,0
582,297,621,0,0
592,272,528,0,0
784,260,651,0,0
587,250,510,0,0
767,265,644,0,802
754,262,637,0,0
646,259,512,0,824
567,264,541,1,925
596,302,679,2,923
657,266,579,0,849
632,262,545,0,779
643,277,625,0,0
571,245,508,0,762
627,292,759,0,868
797,260,679,0,0
685,261,585,0,830
710,265,674,263,910
595,251,530,0,786
757,258,635,0,804
743,280,690,246,910
827,282,724,5,912
602,244,562,0,792
643,291,605,290,912
667,258,573,0,0
579,258,529,0,0
626,262,510,0,669
629,262,528,0,0
586,277,512,0,0
694,263,574,0,0
685,261,562,0,0
733,302,763,255,911
721,260,603,0,0
787,261,665,0,0
614,256,520,0,863
686,278,559,272,910
768,259,596,5,910
618,263,566,0,823
810,262,740,0,898
594,254,537,0,0
687,256,600,0,0
597,255,553,0,0
583,345,655,281,913
768,270,699,4,914
578,245,415,0,0
686,286,584,0,0
605,250,543,0,0
598,267,622,0,931
739,260,640,0,790
597,271,537,0,865
776,259,663,0,0
722,263,598,0,861
598,262,535,0,836
777,260,630,0,0
622,277,578,284,912
682,263,559,0,0
593,260,530,0,795
607,251,525,0,0
743,317,830,19,917
718,338,673,0,770
590,269,528,0,0
591,258,505,0,798
598,252,550,0,849
814,261,716,0,0
701,256,596,0,749
577,254,499,0,0
638,259,542,0,909
583,306,635,0,740
728,492,622,0,796
702,259,640,2,909
756,297,810,5,917
626,255,510,0,0
731,257,618,0,0
702,257,584,0,0
730,269,594,274,911
734,272,614,0,880
631,256,551,0,874
810,261,742,0,770
800,261,677,0,827
731,265,596,0,0
598,253,584,0,0
687,256,583,0,0
691,276,585,0,0
610,262,528,0,769
635,267,508,0,698
720,261,593,0,0
623,254,541,0,0
744,260,634,0,0
612,251,540,0,0
722,261,607,0,0
585,252,555,0,727
764,258,639,0,0
789,259,668,0,897
695,256,590,0,777
774,287,677,459,912
692,296,614,2,917
630,254,548,0,830
879,276,794,49,912
571,350,614,292,914
645,257,520,0,822
612,256,515,0,0
702,259,597,0,772
639,254,545,0,0
669,250,634,0,0
739,256,674,0,0
612,255,672,0,0
601,252,520,0,0
569,254,403,0,0
841,294,754,34,912
750,284,585,560,914
675,260,521,1,909
741,369,640,0,898
697,344,628,0,799
594,253,503,0,808
634,255,516,0,830
654,253,642,0,0
654,262,841,1,903
597,251,536,0,0
680,295,609,276,911
586,243,508,0,0
614,257,545,0,816
651,278,527,2,900
648,254,540,0,786
663,258,558,0,0
582,254,496,0,0
724,302,759,267,912
636,257,567,0,907
731,258,618,0,0
615,257,647,0,889
685,288,686,2,920
701,445,598,0,0
723,361,873,12,978
720,267,617,264,910
700,334,705,263,911
649,279,615,276,911
783,259,660,0,0
651,256,556,0,0
630,247,520,0,0
707,259,603,0,0
691,257,563,0,0
719,262,567,3,910
770,257,654,0,0
588,238,525,0,0
741,264,691,0,839
725,258,597,0,0
656,324,583,0,0
732,260,596,0,0
598,254,550,0,694
799,260,674,0,0
612,268,510,0,0
636,260,527,0,0
744,259,627,0,649
729,259,603,0,0
606,256,518,0,841
692,379,765,0,847
640,251,550,0,0
831,432,738,11,939
770,269,639,1,909
620,258,589,1,913
742,262,644,0,926
603,250,509,0,887
760,258,644,0,801
719,255,600,0,889
591,258,512,0,750
789,260,693,0,895
662,259,463,0,889
722,257,597,0,801
675,261,536,1,893
592,255,503,0,757
651,260,539,0,0
655,257,542,0,0
596,260,485,0,733
829,282,724,254,909
593,252,501,0,0
606,266,525,0,700
756,263,636,0,781
580,270,532,0,0
674,260,580,0,0
632,258,534,0,0
729,258,434,0,875
581,276,522,0,0
641,267,597,4,914
833,334,716,0,891
675,265,630,3,910
582,254,578,1,910
784,261,664,5,911
591,243,499,0,0
756,259,621,0,737
676,250,563,0,0
606,251,523,0,0
643,257,631,1,903
640,259,560,0,773
779,259,640,0,0
751,262,627,0,0
721,258,589,0,781
647,255,558,0,0
654,262,556,0,0
599,292,606,285,912
693,304,583,1,887
599,250,513,0,0
724,270,623,0,0
765,261,598,0,747
608,271,680,1,920
724,270,614,1,906
692,255,532,0,767
624,270,506,0,0
800,261,682,0,846
680,256,563,0,0
742,268,664,267,909
598,260,506,0,853
629,256,531,0,647
784,260,647,0,0
628,255,551,0,788
667,262,464,0,886
720,260,690,0,921
766,260,628,0,826
612,249,699,0,809
632,257,529,0,761
578,248,520,0,808
660,424,578,0,773
628,407,564,0,840
582,307,525,0,875
825,261,737,0,920
580,245,491,0,0
648,256,562,0,0
653,255,530,0,893
635,265,554,0,883
757,266,579,1,907
672,272,660,0,900
627,272,444,1,915
761,259,652,0,752
714,275,655,344,910
701,272,599,263,910
750,274,627,273,911
671,260,564,0,823
663,261,570,0,0
785,335,803,138,910
668,295,619,273,913
688,261,545,0,838
698,256,585,0,933
718,260,592,0,868
694,260,605,0,791
596,254,529,0,804
601,264,523,0,0
786,260,655,0,0
625,263,505,0,794
759,312,643,0,810
763,266,635,0,780
721,297,673,252,914
669,267,647,0,0
749,258,620,0,0
630,262,519,0,886
760,257,602,0,750
734,262,617,0,0
673,254,579,0,706
614,259,535,0,708
666,260,595,0,0
738,257,608,0,0
657,257,559,0,855
672,260,569,0,791
711,260,601,0,0
712,260,612,0,881
670,256,564,0,0
724,256,593,0,0
673,260,531,0,853
825,466,703,18,910
