"FSC-A","FSC-W","SSC-A","DAPI-A","DAPI-W"
745,256,612,0,0
593,285,545,0,880
691,405,710,191,910
806,259,650,2,905
574,254,512,0,727
642,249,484,0,0
893,262,682,0,0
651,251,507,2,903
620,247,0,1,905
768,292,717,0,0
629,258,666,0,738
656,299,739,192,916
636,253,552,0,0
593,252,525,0,0
627,260,548,205,911
1023,571,924,1023,971
936,323,916,448,925
993,425,928,349,955
632,272,476,0,0
605,281,630,0,0
713,263,734,0,0
666,287,649,201,913
626,256,476,0,781
829,330,798,9,925
574,255,520,0,0
764,266,688,183,910
602,251,497,0,0
792,259,680,0,0
708,259,670,0,872
579,253,444,0,866
683,266,678,193,910
693,261,704,0,0
829,321,707,6,911
777,263,732,3,900
716,264,624,202,910
791,281,772,169,910
618,237,515,0,0
746,284,624,353,913
582,249,603,0,0
803,257,678,0,0
719,259,652,0,0
767,259,708,1,895
732,263,793,0,0
585,259,623,3,907
689,303,664,188,910
688,256,557,1,877
642,254,539,0,0
605,241,457,0,0
790,280,894,3,909
609,256,543,0,0
680,275,607,212,910
631,291,556,245,910
598,256,504,0,0
700,258,512,0,824
639,257,504,1,887
657,254,603,0,889
639,258,545,0,0
590,252,598,0,0
637,254,563,0,0
635,264,564,4,905
719,259,842,0,0
800,262,571,6,905
611,245,121,0,862
782,262,785,0,0
655,258,533,0,0
687,260,643,0,0
673,258,626,0,0
635,249,563,4,904
815,261,749,0,0
1023,424,952,374,939
647,252,533,0,777
700,257,584,0,0
644,249,534,0,0
604,252,450,0,870
647,258,572,0,0
740,296,697,166,912
703,253,678,0,0
721,260,638,2,898
692,257,536,199,911
602,252,592,0,0
687,254,593,4,908
581,251,540,5,905
593,259,524,0,0
588,245,551,0,0
676,270,726,0,0
863,273,742,13,912
709,350,692,195,914
816,285,878,3,919
789,260,695,0,0
870,273,807,193,912
624,256,491,0,0
691,272,615,228,911
722,288,664,548,922
684,266,517,209,909
760,257,656,0,0
794,259,673,0,0
638,254,659,0,0
746,271,763,2,905
599,314,584,0,0
636,313,626,0,0
785,289,726,189,911
802,265,806,0,738
667,259,463,0,0
803,278,771,0,874
608,257,561,2,908
623,265,535,197,910
644,269,558,203,910
634,372,692,3,954
769,256,632,0,0
578,237,559,0,0
572,245,524,0,0
604,243,504,0,876
638,246,547,0,0
808,326,820,95,913
885,368,830,45,935
687,257,616,0,0
766,260,621,7,907
703,257,674,0,0
701,256,689,0,0
783,299,769,213,919
706,254,692,0,0
914,300,757,264,919
943,383,915,280,930
755,275,749,11,911
694,271,567,207,910
