Species,Sample,FSC-A,FSC-W,SSC-A,DAPI-A,DAPI-W
Chicken,CRBC_end_150213,762,264,624,206,908
Chicken,CRBC_end_150213,749,262,627,203,908
Chicken,CRBC_end_150213,799,261,621,206,908
Chicken,CRBC_end_150213,818,261,589,232,908
Chicken,CRBC_end_150213,764,258,648,201,908
Chicken,CRBC_end_150213,794,262,657,212,908
Chicken,CRBC_end_150213,762,262,635,190,907
Chicken,CRBC_end_150213,773,260,613,228,908
Chicken,CRBC_end_150213,754,264,624,225,909
Chicken,CRBC_end_150213,774,264,632,227,909
Chicken,CRBC_end_150213,791,262,614,222,908
Chicken,CRBC_end_150213,701,265,646,211,909
Chicken,CRBC_end_150213,834,261,652,240,908
Chicken,CRBC_end_150213,661,273,629,221,910
Chicken,CRBC_end_150213,775,265,618,221,909
Chicken,CRBC_end_150213,775,263,624,230,909
Chicken,CRBC_end_150213,799,265,657,238,909
Chicken,CRBC_end_150213,794,263,627,230,908
Chicken,CRBC_end_150213,719,260,642,210,909
Chicken,CRBC_end_150213,714,272,622,233,911
Chicken,CRBC_end_150213,725,263,644,222,909
Chicken,CRBC_end_150213,777,263,638,231,909
Chicken,CRBC_end_150213,769,262,636,228,909
Chicken,CRBC_end_150213,809,264,645,212,909
Chicken,CRBC_end_150213,781,264,640,231,908
Chicken,CRBC_end_150213,768,264,652,231,909
Chicken,CRBC_end_150213,775,258,643,197,908
Chicken,CRBC_end_150213,772,260,548,191,908
Chicken,CRBC_end_150213,800,263,662,211,908
Chicken,CRBC_end_150213,795,260,645,206,907
Chicken,CRBC_end_150213,760,262,679,216,909
Chicken,CRBC_end_150213,740,265,649,228,910
Chicken,CRBC_end_150213,799,261,600,217,908
Chicken,CRBC_end_150213,782,263,637,224,909
Chicken,CRBC_end_150213,802,261,628,221,907
Chicken,CRBC_end_150213,752,267,647,225,910
Chicken,CRBC_end_150213,761,261,611,220,909
Chicken,CRBC_end_150213,783,265,613,220,909
Chicken,CRBC_end_150213,779,263,647,214,908
Chicken,CRBC_end_150213,713,262,636,234,910
Chicken,CRBC_end_150213,821,262,632,223,909
Chicken,CRBC_end_150213,735,262,593,204,908
Chicken,CRBC_end_150213,763,264,645,223,910
Chicken,CRBC_end_150213,762,260,639,211,908
Chicken,CRBC_end_150213,787,263,663,214,909
Chicken,CRBC_end_150213,801,259,623,210,908
Chicken,CRBC_end_150213,763,263,640,227,908
Chicken,CRBC_end_150213,759,263,637,199,909
Chicken,CRBC_end_150213,734,258,602,200,909
Chicken,CRBC_end_150213,783,262,634,231,909
Chicken,CRBC_end_150213,713,267,683,204,909
Chicken,CRBC_end_150213,769,262,670,220,909
Chicken,CRBC_end_150213,829,263,609,233,909
Chicken,CRBC_end_150213,722,264,619,212,908
Chicken,CRBC_end_150213,720,260,648,189,909
Chicken,CRBC_end_150213,816,478,684,454,965
Chicken,CRBC_end_150213,787,263,652,218,909
Chicken,CRBC_end_150213,757,264,625,222,909
Chicken,CRBC_end_150213,762,263,633,136,908
Chicken,CRBC_end_150213,746,262,637,216,909
Chicken,CRBC_end_150213,725,260,593,200,909
Chicken,CRBC_end_150213,779,262,659,230,909
Chicken,CRBC_end_150213,738,269,609,217,909
Chicken,CRBC_end_150213,783,262,632,234,909
Chicken,CRBC_end_150213,784,289,671,455,917
Chicken,CRBC_end_150213,801,263,654,222,908
Chicken,CRBC_end_150213,735,261,667,188,909
Chicken,CRBC_end_150213,775,263,673,233,909
Chicken,CRBC_end_150213,720,261,643,200,910
Chicken,CRBC_end_150213,797,262,646,220,909
Chicken,CRBC_end_150213,728,262,649,204,908
Chicken,CRBC_end_150213,747,264,617,230,909
Chicken,CRBC_end_150213,763,266,659,231,909
Chicken,CRBC_end_150213,850,325,708,423,962
Chicken,CRBC_end_150213,737,260,617,202,908
Chicken,CRBC_end_150213,824,261,631,227,908
Chicken,CRBC_end_150213,793,261,648,218,908
Chicken,CRBC_end_150213,756,264,655,214,908
Chicken,CRBC_end_150213,598,264,641,44,908
Chicken,CRBC_end_150213,778,264,661,226,908
Chicken,CRBC_end_150213,719,267,652,202,908
Chicken,CRBC_end_150213,793,259,659,216,908
Chicken,CRBC_end_150213,734,264,609,215,909
Chicken,CRBC_end_150213,775,262,650,230,909
Chicken,CRBC_end_150213,785,262,637,234,909
Chicken,CRBC_end_150213,737,264,624,207,909
Chicken,CRBC_end_150213,835,262,634,237,908
Chicken,CRBC_end_150213,822,447,687,456,965
Chicken,CRBC_end_150213,816,280,688,456,917
Chicken,CRBC_end_150213,860,317,709,645,924
Chicken,CRBC_end_150213,793,262,620,219,908
Chicken,CRBC_end_150213,858,530,722,646,994
Chicken,CRBC_end_150213,741,265,654,224,908
Chicken,CRBC_end_150213,772,264,657,230,910
Chicken,CRBC_end_150213,832,260,663,229,908
Chicken,CRBC_end_150213,794,263,630,225,909
Chicken,CRBC_end_150213,749,267,614,231,909
Chicken,CRBC_end_150213,760,266,669,233,909
Chicken,CRBC_end_150213,734,265,600,221,908
Chicken,CRBC_end_150213,790,262,625,225,909
Chicken,CRBC_end_150213,713,261,647,193,909
Chicken,CRBC_end_150213,624,260,632,101,907
Chicken,CRBC_end_150213,738,322,713,449,935
Chicken,CRBC_end_150213,774,259,617,214,908
Chicken,CRBC_end_150213,723,268,640,220,909
Chicken,CRBC_end_150213,768,264,668,234,910
Chicken,CRBC_end_150213,818,262,632,217,908
Chicken,CRBC_end_150213,778,259,639,197,908
Chicken,CRBC_end_150213,798,261,634,231,908
Chicken,CRBC_end_150213,775,262,668,228,909
Chicken,CRBC_end_150213,729,260,659,203,909
Chicken,CRBC_end_150213,775,262,654,231,909
Chicken,CRBC_end_150213,738,259,622,219,908
Chicken,CRBC_end_150213,726,264,616,211,908
Chicken,CRBC_end_150213,779,263,635,238,909
Chicken,CRBC_end_150213,788,257,609,189,908
Chicken,CRBC_end_150213,796,261,650,236,909
Chicken,CRBC_end_150213,760,265,644,229,909
Chicken,CRBC_end_150213,830,260,661,237,908
Chicken,CRBC_end_150213,816,262,659,223,908
Chicken,CRBC_end_150213,750,262,592,217,908
Chicken,CRBC_end_150213,836,464,690,451,963
Chicken,CRBC_end_150213,757,260,668,207,908
Chicken,CRBC_end_150213,777,265,629,234,909
Chicken,CRBC_end_150213,757,259,626,199,908
Chicken,CRBC_end_150213,752,259,622,211,909
Chicken,CRBC_end_150213,751,265,630,226,909
Chicken,CRBC_end_150213,795,261,665,211,908
Chicken,CRBC_end_150213,813,260,644,210,909
Chicken,CRBC_end_150213,782,262,630,237,909
Chicken,CRBC_end_150213,728,262,626,221,909
Chicken,CRBC_end_150213,840,497,684,435,963
Chicken,CRBC_end_150213,754,262,651,230,909
Chicken,CRBC_end_150213,789,262,600,228,908
Chicken,CRBC_end_150213,753,261,624,218,909
Chicken,CRBC_end_150213,768,262,661,234,909
Chicken,CRBC_end_150213,790,261,624,226,908
Chicken,CRBC_end_150213,740,262,601,216,908
Chicken,CRBC_end_150213,770,264,637,231,909
Chicken,CRBC_end_150213,746,258,614,204,908
Chicken,CRBC_end_150213,772,266,648,233,909
Chicken,CRBC_end_150213,779,263,699,229,908
Chicken,CRBC_end_150213,772,265,653,225,909
Chicken,CRBC_end_150213,761,263,643,202,908
Chicken,CRBC_end_150213,743,269,631,195,909
Chicken,CRBC_end_150213,810,258,626,212,908
Chicken,CRBC_end_150213,765,262,654,228,909
Chicken,CRBC_end_150213,814,260,630,223,908
Chicken,CRBC_end_150213,756,263,630,203,909
Chicken,CRBC_end_150213,819,260,627,217,908
Chicken,CRBC_end_150213,793,261,620,216,908
Chicken,CRBC_end_150213,820,261,667,223,908
Chicken,CRBC_end_150213,753,260,638,206,908
Chicken,CRBC_end_150213,747,265,640,225,909
Chicken,CRBC_end_150213,724,262,641,142,909
Chicken,CRBC_end_150213,839,261,634,221,908
Chicken,CRBC_end_150213,786,262,689,212,910
Chicken,CRBC_end_150213,803,261,649,223,908
Chicken,CRBC_end_150213,815,262,643,235,908
Chicken,CRBC_end_150213,844,262,645,247,908
Chicken,CRBC_end_150213,741,263,613,222,908
Chicken,CRBC_end_150213,818,261,639,218,908
Chicken,CRBC_end_150213,755,261,633,226,908
Chicken,CRBC_end_150213,775,262,681,222,909
Chicken,CRBC_end_150213,751,265,647,233,909
Chicken,CRBC_end_150213,810,261,693,226,908
Chicken,CRBC_end_150213,780,262,638,234,909
Chicken,CRBC_end_150213,772,263,641,231,908
Chicken,CRBC_end_150213,715,266,645,224,909
Chicken,CRBC_end_150213,805,262,629,225,909
Chicken,CRBC_end_150213,694,267,651,236,910
Chicken,CRBC_end_150213,768,263,664,233,909
Chicken,CRBC_end_150213,814,261,673,223,909
Chicken,CRBC_end_150213,743,264,667,216,909
Chicken,CRBC_end_150213,815,260,675,223,908
Chicken,CRBC_end_150213,806,259,626,215,907
Chicken,CRBC_end_150213,761,263,646,232,909
Chicken,CRBC_end_150213,753,258,629,219,908
Chicken,CRBC_end_150213,804,262,663,218,908
Chicken,CRBC_end_150213,738,260,636,170,908
Chicken,CRBC_end_150213,768,264,635,226,909
Chicken,CRBC_end_150213,766,263,630,231,908
Chicken,CRBC_end_150213,777,302,676,292,929
Chicken,CRBC_end_150213,738,265,640,230,909
Chicken,CRBC_end_150213,771,263,647,231,909
Chicken,CRBC_end_150213,715,264,666,203,909
Chicken,CRBC_end_150213,757,260,666,205,908
Chicken,CRBC_end_150213,782,263,613,231,909
Chicken,CRBC_end_150213,717,265,644,221,909
Chicken,CRBC_end_150213,774,260,642,234,908
Chicken,CRBC_end_150213,834,260,641,236,908
Chicken,CRBC_end_150213,793,261,649,218,909
Chicken,CRBC_end_150213,761,263,628,226,909
Chicken,CRBC_end_150213,781,260,633,212,908
Chicken,CRBC_end_150213,796,262,649,219,908
Chicken,CRBC_end_150213,723,264,619,168,908
Chicken,CRBC_end_150213,770,265,662,225,908
Chicken,CRBC_end_150213,827,478,725,465,966
Chicken,CRBC_end_150213,751,263,651,227,909
Chicken,CRBC_end_150213,783,262,647,208,908
Chicken,CRBC_end_150213,773,261,647,211,908
Chicken,CRBC_end_150213,750,261,658,195,908
Chicken,CRBC_end_150213,824,262,617,215,909
Chicken,CRBC_end_150213,819,260,634,207,908
Chicken,CRBC_end_150213,769,263,619,232,909
Chicken,CRBC_end_150213,787,260,641,203,907
Chicken,CRBC_end_150213,800,262,646,216,908
Chicken,CRBC_end_150213,770,265,652,232,909
Chicken,CRBC_end_150213,764,262,658,225,908
Chicken,CRBC_end_150213,756,263,623,222,909
Chicken,CRBC_end_150213,751,260,650,204,909
Chicken,CRBC_end_150213,738,260,640,216,908
Chicken,CRBC_end_150213,777,264,657,233,910
Chicken,CRBC_end_150213,691,263,648,200,908
Chicken,CRBC_end_150213,729,265,609,218,909
Chicken,CRBC_end_150213,758,264,632,211,908
Chicken,CRBC_end_150213,816,262,614,217,908
Chicken,CRBC_end_150213,787,262,673,211,908
Chicken,CRBC_end_150213,748,258,639,187,908
Chicken,CRBC_end_150213,785,260,631,205,908
Chicken,CRBC_end_150213,724,266,645,229,909
Chicken,CRBC_end_150213,745,262,616,204,908
Chicken,CRBC_end_150213,768,263,656,229,909
Chicken,CRBC_end_150213,787,264,640,224,909
Chicken,CRBC_end_150213,772,263,657,223,909
Chicken,CRBC_end_150213,838,265,702,404,911
Chicken,CRBC_end_150213,737,260,631,201,908
Chicken,CRBC_end_150213,739,257,656,210,910
Chicken,CRBC_end_150213,822,264,660,207,909
Chicken,CRBC_end_150213,818,261,653,215,908
Chicken,CRBC_end_150213,772,261,613,223,908
Chicken,CRBC_end_150213,796,260,644,229,908
Chicken,CRBC_end_150213,828,260,637,244,908
Chicken,CRBC_end_150213,753,265,684,230,910
Chicken,CRBC_end_150213,737,259,625,213,908
Chicken,CRBC_end_150213,772,261,656,212,907
Chicken,CRBC_end_150213,769,262,634,208,908
Chicken,CRBC_end_150213,759,261,643,218,909
Chicken,CRBC_end_150213,798,258,619,211,908
Chicken,CRBC_end_150213,777,263,657,230,909
Chicken,CRBC_end_150213,766,260,676,199,908
Chicken,CRBC_end_150213,716,266,647,205,910
Chicken,CRBC_end_150213,793,262,633,222,908
Chicken,CRBC_end_150213,768,263,612,238,909
Chicken,CRBC_end_150213,807,260,646,226,908
Chicken,CRBC_end_150213,778,262,647,226,909
Chicken,CRBC_end_150213,742,260,617,207,908
Chicken,CRBC_end_150213,793,260,648,229,909
Chicken,CRBC_end_150213,757,258,626,218,908
Chicken,CRBC_end_150213,794,261,626,218,908
Chicken,CRBC_end_150213,815,262,664,221,909
Chicken,CRBC_end_150213,784,259,649,204,908
Chicken,CRBC_end_150213,742,257,622,173,908
Chicken,CRBC_end_150213,755,262,619,229,909
Chicken,CRBC_end_150213,846,259,649,230,908
Chicken,CRBC_end_150213,729,266,655,238,909
Chicken,CRBC_end_150213,761,262,666,222,908
Chicken,CRBC_end_150213,727,262,658,218,908
Chicken,CRBC_end_150213,782,264,635,220,908
Chicken,CRBC_end_150213,861,451,721,445,964
Chicken,CRBC_end_150213,815,412,695,438,956
Chicken,CRBC_end_150213,729,261,653,228,909
Chicken,CRBC_end_150213,752,261,636,215,909
Chicken,CRBC_end_150213,784,260,619,208,908
Chicken,CRBC_end_150213,750,261,639,208,908
Chicken,CRBC_end_150213,815,259,636,215,908
Chicken,CRBC_end_150213,731,265,636,211,908
Chicken,CRBC_end_150213,718,265,629,193,909
Chicken,CRBC_end_150213,791,262,674,229,909
Chicken,CRBC_end_150213,821,261,642,218,908
Chicken,CRBC_end_150213,766,261,637,212,909
Chicken,CRBC_end_150213,756,261,653,230,909
Chicken,CRBC_end_150213,823,261,642,221,909
Chicken,CRBC_end_150213,766,262,645,226,908
Chicken,CRBC_end_150213,797,264,657,211,908
Chicken,CRBC_end_150213,693,260,668,159,908
Chicken,CRBC_end_150213,778,261,594,214,909
Chicken,CRBC_end_150213,713,274,656,234,910
Chicken,CRBC_end_150213,758,263,626,225,909
Chicken,CRBC_end_150213,790,262,648,231,909
Chicken,CRBC_end_150213,746,264,619,233,909
Chicken,CRBC_end_150213,824,302,699,475,923
Chicken,CRBC_end_150213,791,261,672,226,909
Chicken,CRBC_end_150213,788,261,628,200,908
Chicken,CRBC_end_150213,768,263,645,231,909
Chicken,CRBC_end_150213,739,262,632,173,909
Chicken,CRBC_end_150213,747,261,632,209,908
Chicken,CRBC_end_150213,756,262,622,218,909
Chicken,CRBC_end_150213,729,265,648,227,910
Chicken,CRBC_end_150213,753,264,599,219,908
Chicken,CRBC_end_150213,771,259,651,213,908
Chicken,CRBC_end_150213,753,278,688,439,912
Chicken,CRBC_end_150213,797,261,631,220,908
Chicken,CRBC_end_150213,784,261,630,234,909
Chicken,CRBC_end_150213,797,261,663,225,909
Chicken,CRBC_end_150213,771,262,658,219,908
Chicken,CRBC_end_150213,760,262,660,223,908
Chicken,CRBC_end_150213,748,262,657,180,908
Chicken,CRBC_end_150213,797,260,654,220,908
Chicken,CRBC_end_150213,791,261,639,233,908
Chicken,CRBC_end_150213,645,263,640,67,908
Chicken,CRBC_end_150213,726,268,653,228,909
Chicken,CRBC_end_150213,778,266,656,212,909
Chicken,CRBC_end_150213,757,261,643,218,908
Chicken,CRBC_end_150213,855,289,681,438,929
Chicken,CRBC_end_150213,797,259,646,160,908
Chicken,CRBC_end_150213,789,260,621,202,908
Chicken,CRBC_end_150213,758,265,626,230,909
Chicken,CRBC_end_150213,745,263,607,204,908
Chicken,CRBC_end_150213,759,259,637,214,908
Chicken,CRBC_end_150213,764,266,628,233,909
Chicken,CRBC_end_150213,812,260,637,211,908
Chicken,CRBC_end_150213,774,264,681,218,909
Chicken,CRBC_end_150213,754,263,644,213,908
Chicken,CRBC_end_150213,792,261,636,232,909
Chicken,CRBC_end_150213,783,256,616,196,907
Chicken,CRBC_end_150213,767,262,629,240,909
Chicken,CRBC_end_150213,807,263,623,225,908
Chicken,CRBC_end_150213,621,263,632,94,908
Chicken,CRBC_end_150213,742,263,614,212,908
Chicken,CRBC_end_150213,773,258,624,196,908
Chicken,CRBC_end_150213,748,264,630,236,910
Chicken,CRBC_end_150213,711,264,630,184,908
Chicken,CRBC_end_150213,755,264,647,236,909
Chicken,CRBC_end_150213,731,265,624,238,909
Chicken,CRBC_end_150213,787,260,642,224,909
Chicken,CRBC_end_150213,798,260,659,220,908
Chicken,CRBC_end_150213,675,276,673,232,910
Chicken,CRBC_end_150213,740,265,659,219,909
Chicken,CRBC_end_150213,791,261,649,231,909
Chicken,CRBC_end_150213,666,262,643,155,909
Chicken,CRBC_end_150213,771,262,665,230,909
Chicken,CRBC_end_150213,791,261,654,218,909
Chicken,CRBC_end_150213,782,262,669,223,909
Chicken,CRBC_end_150213,697,268,650,233,910
Chicken,CRBC_end_150213,741,260,608,217,908
Chicken,CRBC_end_150213,769,264,628,232,908
Chicken,CRBC_end_150213,752,262,622,214,908
Chicken,CRBC_end_150213,748,262,650,234,909
Chicken,CRBC_end_150213,749,261,635,188,908
Chicken,CRBC_end_150213,804,263,655,230,908
Chicken,CRBC_end_150213,709,263,610,218,909
Chicken,CRBC_end_150213,831,472,715,437,962
Chicken,CRBC_end_150213,798,263,648,230,909
Chicken,CRBC_end_150213,797,261,596,212,908
Chicken,CRBC_end_150213,773,264,642,224,909
Chicken,CRBC_end_150213,734,267,640,212,910
Chicken,CRBC_end_150213,763,262,605,212,908
Chicken,CRBC_end_150213,781,262,618,224,908
Chicken,CRBC_end_150213,715,269,628,209,909
Chicken,CRBC_end_150213,725,267,621,179,908
Chicken,CRBC_end_150213,757,262,671,207,909
Chicken,CRBC_end_150213,827,260,642,224,908
Chicken,CRBC_end_150213,735,264,623,217,909
Chicken,CRBC_end_150213,750,264,630,218,909
Chicken,CRBC_end_150213,763,263,658,221,908
Chicken,CRBC_end_150213,798,260,626,206,908
Chicken,CRBC_end_150213,804,261,681,223,909
Chicken,CRBC_end_150213,804,261,617,219,910
Chicken,CRBC_end_150213,811,261,614,206,908
Chicken,CRBC_end_150213,810,518,688,445,964
Chicken,CRBC_end_150213,761,261,630,217,909
Chicken,CRBC_end_150213,673,264,648,216,909
Chicken,CRBC_end_150213,755,261,637,211,910
Chicken,CRBC_end_150213,751,260,614,217,909
Chicken,CRBC_end_150213,779,261,603,203,908
Chicken,CRBC_end_150213,765,263,686,229,909
Chicken,CRBC_end_150213,697,264,604,203,909
Chicken,CRBC_end_150213,781,261,656,228,908
Chicken,CRBC_end_150213,802,260,638,237,908
Chicken,CRBC_end_150213,769,261,630,230,908
Chicken,CRBC_end_150213,762,259,632,196,908
Chicken,CRBC_end_150213,768,262,666,210,908
Chicken,CRBC_end_150213,781,261,649,213,908
Chicken,CRBC_end_150213,791,262,598,237,908
Chicken,CRBC_end_150213,751,265,607,227,909
Chicken,CRBC_end_150213,809,260,613,212,907
Chicken,CRBC_end_150213,780,261,672,221,908
Chicken,CRBC_end_150213,767,264,642,202,909
Chicken,CRBC_end_150213,758,260,622,196,908
Chicken,CRBC_end_150213,726,263,647,216,908
Chicken,CRBC_end_150213,781,259,595,210,908
Chicken,CRBC_end_150213,786,261,611,217,908
Chicken,CRBC_end_150213,736,266,633,230,909
Chicken,CRBC_end_150213,728,268,666,182,909
Chicken,CRBC_end_150213,713,270,676,224,909
Chicken,CRBC_end_150213,695,278,622,235,910
Chicken,CRBC_end_150213,788,258,654,201,908
Chicken,CRBC_end_150213,729,262,617,187,909
Chicken,CRBC_end_150213,765,263,608,227,909
Chicken,CRBC_end_150213,807,261,623,195,908
Chicken,CRBC_end_150213,770,261,638,212,908
Chicken,CRBC_end_150213,778,261,648,212,908
Chicken,CRBC_end_150213,779,260,618,194,908
Chicken,CRBC_end_150213,786,261,646,230,908
Chicken,CRBC_end_150213,740,264,636,230,909
Chicken,CRBC_end_150213,824,261,618,224,907
Chicken,CRBC_end_150213,746,259,630,207,908
Chicken,CRBC_end_150213,745,258,639,202,908
Chicken,CRBC_end_150213,716,272,624,224,910
Chicken,CRBC_end_150213,743,266,648,217,909
Chicken,CRBC_end_150213,735,262,613,198,908
Chicken,CRBC_end_150213,751,263,636,217,908
Chicken,CRBC_end_150213,729,270,643,234,909
Chicken,CRBC_end_150213,765,264,620,230,908
Chicken,CRBC_end_150213,772,261,641,210,908
Chicken,CRBC_end_150213,712,271,661,227,910
Chicken,CRBC_end_150213,796,261,623,219,909
Chicken,CRBC_end_150213,848,378,708,445,964
Chicken,CRBC_end_150213,768,264,637,227,909
Chicken,CRBC_end_150213,795,261,659,208,908
Chicken,CRBC_end_150213,715,266,661,221,909
Chicken,CRBC_end_150213,758,262,614,232,908
Chicken,CRBC_end_150213,664,259,620,81,908
Chicken,CRBC_end_150213,790,257,628,202,908
Chicken,CRBC_end_150213,789,261,628,239,909
Chicken,CRBC_end_150213,679,266,645,202,909
Chicken,CRBC_end_150213,836,260,648,221,908
Chicken,CRBC_end_150213,762,265,631,217,909
Chicken,CRBC_end_150213,759,265,631,232,910
Chicken,CRBC_end_150213,780,263,615,225,909
Chicken,CRBC_end_150213,712,265,646,231,910
Chicken,CRBC_end_150213,821,261,607,234,909
Chicken,CRBC_end_150213,737,271,678,414,911
Chicken,CRBC_end_150213,663,262,666,127,909
Chicken,CRBC_end_150213,851,506,690,446,965
Chicken,CRBC_end_150213,818,262,659,220,909
Chicken,CRBC_end_150213,741,264,649,209,908
Chicken,CRBC_end_150213,804,260,619,204,908
Chicken,CRBC_end_150213,841,404,696,436,952
Chicken,CRBC_end_150213,750,260,647,200,908
Chicken,CRBC_end_150213,821,259,618,224,908
Chicken,CRBC_end_150213,763,262,647,221,908
Chicken,CRBC_end_150213,778,263,706,229,909
Chicken,CRBC_end_150213,672,326,729,542,924
Chicken,CRBC_end_150213,721,265,630,239,909
Chicken,CRBC_end_150213,782,263,635,228,908
Chicken,CRBC_end_150213,749,264,618,226,908
Chicken,CRBC_end_150213,848,261,662,245,908
Chicken,CRBC_end_150213,811,262,620,237,908
Chicken,CRBC_end_150213,803,262,653,214,909
Chicken,CRBC_end_150213,771,264,620,223,909
Chicken,CRBC_end_150213,772,263,626,223,909
Chicken,CRBC_end_150213,800,260,642,198,908
Chicken,CRBC_end_150213,785,262,642,236,909
Chicken,CRBC_end_150213,748,258,635,209,908
Chicken,CRBC_end_150213,816,262,682,230,908
Chicken,CRBC_end_150213,779,261,610,201,908
Chicken,CRBC_end_150213,809,259,663,216,908
Chicken,CRBC_end_150213,803,259,603,204,907
Chicken,CRBC_end_150213,782,262,643,217,909
Chicken,CRBC_end_150213,791,262,659,218,908
Chicken,CRBC_end_150213,720,261,605,208,908
Chicken,CRBC_end_150213,767,266,590,216,909
Chicken,CRBC_end_150213,780,259,616,201,908
Chicken,CRBC_end_150213,792,257,658,201,908
Chicken,CRBC_end_150213,815,262,635,215,908
Chicken,CRBC_end_150213,809,263,650,223,909
Chicken,CRBC_end_150213,807,261,647,239,909
Chicken,CRBC_end_150213,752,262,609,192,908
Chicken,CRBC_end_150213,784,258,649,204,908
Chicken,CRBC_end_150213,767,261,645,237,909
Chicken,CRBC_end_150213,771,259,591,209,908
Chicken,CRBC_end_150213,756,260,598,210,908
Chicken,CRBC_end_150213,749,261,609,221,908
Chicken,CRBC_end_150213,796,261,622,223,909
Chicken,CRBC_end_150213,825,261,670,231,908
Chicken,CRBC_end_150213,795,261,616,213,908
Chicken,CRBC_end_150213,779,263,660,234,909
Chicken,CRBC_end_150213,759,262,647,226,908
Chicken,CRBC_end_150213,787,259,617,196,908
Chicken,CRBC_end_150213,770,261,620,217,909
Chicken,CRBC_end_150213,622,288,638,210,912
Chicken,CRBC_end_150213,789,262,626,220,908
Chicken,CRBC_end_150213,766,262,628,192,908
Chicken,CRBC_end_150213,824,261,614,202,908
Chicken,CRBC_end_150213,810,262,624,239,908
Chicken,CRBC_end_150213,768,263,614,223,909
Chicken,CRBC_end_150213,767,264,639,229,909
Chicken,CRBC_end_150213,800,257,587,204,907
Chicken,CRBC_end_150213,594,285,666,224,912
Chicken,CRBC_end_150213,790,262,643,223,909
Chicken,CRBC_end_150213,790,262,640,232,908
Chicken,CRBC_end_150213,772,262,650,206,908
Chicken,CRBC_end_150213,713,270,616,230,910
Chicken,CRBC_end_150213,612,268,627,35,907
Chicken,CRBC_end_150213,765,264,643,227,909
Chicken,CRBC_end_150213,807,258,634,209,908
Chicken,CRBC_end_150213,787,263,659,230,909
Chicken,CRBC_end_150213,796,262,622,216,908
Chicken,CRBC_end_150213,752,262,635,206,908
Chicken,CRBC_end_150213,803,263,633,216,909
Chicken,CRBC_end_150213,737,262,656,181,909
Chicken,CRBC_end_150213,725,264,633,220,909
Chicken,CRBC_end_150213,825,262,617,219,908
Chicken,CRBC_end_150213,791,264,633,224,908
Chicken,CRBC_end_150213,755,263,655,233,909
Chicken,CRBC_end_150213,732,263,650,209,909
Chicken,CRBC_end_150213,794,264,661,227,909
Chicken,CRBC_end_150213,796,261,644,216,908
Chicken,CRBC_end_150213,744,265,653,230,909
Chicken,CRBC_end_150213,782,264,648,213,908
Chicken,CRBC_end_150213,760,261,590,215,908
Chicken,CRBC_end_150213,752,263,618,222,908
Chicken,CRBC_end_150213,820,263,632,216,908
Chicken,CRBC_end_150213,730,263,633,223,909
Chicken,CRBC_end_150213,799,264,610,214,909
Chicken,CRBC_end_150213,750,266,629,231,909
Chicken,CRBC_end_150213,799,262,616,222,908
Chicken,CRBC_end_150213,815,264,640,230,909
Chicken,CRBC_end_150213,779,262,607,214,908
Chicken,CRBC_end_150213,748,263,618,205,908
Chicken,CRBC_end_150213,783,262,638,238,908
Chicken,CRBC_end_150213,783,265,626,233,909
Chicken,CRBC_end_150213,769,262,636,233,909
Chicken,CRBC_end_150213,732,262,641,211,909
Chicken,CRBC_end_150213,776,259,643,213,908
Chicken,CRBC_end_150213,791,264,669,209,909
Chicken,CRBC_end_150213,765,265,654,229,909
Chicken,CRBC_end_150213,777,262,612,225,909
Chicken,CRBC_end_150213,756,261,633,201,908
Chicken,CRBC_end_150213,784,260,637,211,908
Chicken,CRBC_end_150213,806,261,658,224,908
Chicken,CRBC_end_150213,796,263,675,221,908
Chicken,CRBC_end_150213,732,261,632,199,908
Chicken,CRBC_end_150213,698,263,611,202,909
Chicken,CRBC_end_150213,724,263,637,223,908
Chicken,CRBC_end_150213,782,262,649,219,909
Chicken,CRBC_end_150213,777,265,634,231,909
Chicken,CRBC_end_150213,729,262,638,214,908
Chicken,CRBC_end_150213,733,262,625,219,908
Chicken,CRBC_end_150213,737,264,652,205,909
Chicken,CRBC_end_150213,784,262,637,232,908
Chicken,CRBC_end_150213,733,262,658,203,908
Chicken,CRBC_end_150213,824,263,654,226,909
Chicken,CRBC_end_150213,788,262,680,221,908
Chicken,CRBC_end_150213,782,265,643,213,908
Chicken,CRBC_end_150213,835,348,701,447,934
Chicken,CRBC_end_150213,710,267,627,202,909
Chicken,CRBC_end_150213,826,262,641,239,909
Chicken,CRBC_end_150213,789,263,643,232,909
Chicken,CRBC_end_150213,760,260,643,206,908
Chicken,CRBC_end_150213,824,262,625,225,908
Chicken,CRBC_end_150213,753,261,652,209,909
Chicken,CRBC_end_150213,702,271,623,224,910
Chicken,CRBC_end_150213,747,265,620,217,909
Chicken,CRBC_end_150213,730,264,633,232,909
Chicken,CRBC_end_150213,740,265,639,228,909
Chicken,CRBC_end_150213,768,259,627,193,908
Chicken,CRBC_end_150213,786,262,649,215,908
Chicken,CRBC_end_150213,827,407,679,393,951
Chicken,CRBC_end_150213,764,265,596,223,909
Chicken,CRBC_end_150213,760,265,660,198,909
Chicken,CRBC_end_150213,766,265,637,232,909
Chicken,CRBC_end_150213,776,263,633,212,908
Chicken,CRBC_end_150213,769,262,601,221,908
Chicken,CRBC_end_150213,781,259,613,217,908
Chicken,CRBC_end_150213,770,267,621,223,909
