Species,Sample,FSC-A,FSC-W,SSC-A,DAPI-A,DAPI-W
Chicken,CRBC_150213,746,264,605,228,909
Chicken,CRBC_150213,811,263,658,234,910
Chicken,CRBC_150213,724,262,628,109,907
Chicken,CRBC_150213,758,264,667,236,909
Chicken,CRBC_150213,801,262,645,220,908
Chicken,CRBC_150213,784,263,641,242,909
Chicken,CRBC_150213,821,261,630,233,909
Chicken,CRBC_150213,650,260,652,94,909
Chicken,CRBC_150213,793,263,635,238,909
Chicken,CRBC_150213,775,266,704,235,910
Chicken,CRBC_150213,781,261,657,246,909
Chicken,CRBC_150213,800,262,609,248,909
Chicken,CRBC_150213,784,264,631,245,909
Chicken,CRBC_150213,748,266,628,229,909
Chicken,CRBC_150213,778,264,650,235,909
Chicken,CRBC_150213,787,265,640,271,909
Chicken,CRBC_150213,818,261,640,240,908
Chicken,CRBC_150213,813,261,654,233,908
Chicken,CRBC_150213,710,266,679,193,909
Chicken,CRBC_150213,781,262,640,224,908
Chicken,CRBC_150213,757,262,677,242,909
Chicken,CRBC_150213,788,261,653,238,908
Chicken,CRBC_150213,780,263,684,240,909
Chicken,CRBC_150213,842,262,665,244,909
Chicken,CRBC_150213,772,264,651,243,909
Chicken,CRBC_150213,745,265,636,237,909
Chicken,CRBC_150213,774,262,664,243,909
Chicken,CRBC_150213,794,260,653,156,910
Chicken,CRBC_150213,731,267,605,231,909
Chicken,CRBC_150213,764,263,643,235,909
Chicken,CRBC_150213,727,274,640,226,910
Chicken,CRBC_150213,814,261,635,227,908
Chicken,CRBC_150213,745,259,639,250,909
Chicken,CRBC_150213,784,265,645,224,909
Chicken,CRBC_150213,751,267,646,247,910
Chicken,CRBC_150213,776,263,653,245,910
Chicken,CRBC_150213,823,261,635,242,909
Chicken,CRBC_150213,774,265,632,234,908
Chicken,CRBC_150213,757,265,628,218,909
Chicken,CRBC_150213,768,264,667,240,909
Chicken,CRBC_150213,621,263,613,87,911
Chicken,CRBC_150213,764,264,665,243,909
Chicken,CRBC_150213,767,264,685,255,909
Chicken,CRBC_150213,803,261,664,228,909
Chicken,CRBC_150213,678,279,663,244,910
Chicken,CRBC_150213,822,261,653,240,909
Chicken,CRBC_150213,825,262,662,243,909
Chicken,CRBC_150213,770,263,630,243,909
Chicken,CRBC_150213,707,259,647,152,909
Chicken,CRBC_150213,790,263,654,230,908
Chicken,CRBC_150213,803,260,614,244,909
Chicken,CRBC_150213,778,262,650,248,910
Chicken,CRBC_150213,893,447,822,1023,947
Chicken,CRBC_150213,802,262,649,228,909
Chicken,CRBC_150213,767,263,652,211,909
Chicken,CRBC_150213,769,265,635,237,909
Chicken,CRBC_150213,735,262,631,147,908
Chicken,CRBC_150213,814,264,632,230,909
Chicken,CRBC_150213,766,264,650,241,910
Chicken,CRBC_150213,758,261,648,203,909
Chicken,CRBC_150213,825,263,626,234,909
Chicken,CRBC_150213,820,263,612,247,909
Chicken,CRBC_150213,813,263,648,245,909
Chicken,CRBC_150213,757,267,644,224,909
Chicken,CRBC_150213,802,263,643,252,909
Chicken,CRBC_150213,777,263,656,241,909
Chicken,CRBC_150213,797,264,648,242,909
Chicken,CRBC_150213,796,265,653,236,909
Chicken,CRBC_150213,775,265,663,250,910
Chicken,CRBC_150213,754,262,653,201,909
Chicken,CRBC_150213,760,263,650,236,909
Chicken,CRBC_150213,764,265,652,242,909
Chicken,CRBC_150213,787,265,686,244,909
Chicken,CRBC_150213,825,262,603,239,909
Chicken,CRBC_150213,767,264,661,229,909
Chicken,CRBC_150213,783,263,633,243,909
Chicken,CRBC_150213,795,262,637,241,909
Chicken,CRBC_150213,774,266,641,236,909
Chicken,CRBC_150213,782,264,644,242,909
Chicken,CRBC_150213,766,264,636,171,909
Chicken,CRBC_150213,779,264,649,241,910
Chicken,CRBC_150213,820,263,656,229,909
Chicken,CRBC_150213,842,494,701,477,965
Chicken,CRBC_150213,769,264,638,226,909
Chicken,CRBC_150213,728,274,657,222,910
Chicken,CRBC_150213,783,262,653,239,909
Chicken,CRBC_150213,825,261,646,241,908
Chicken,CRBC_150213,820,261,645,247,909
Chicken,CRBC_150213,780,263,620,241,909
Chicken,CRBC_150213,806,261,636,230,908
Chicken,CRBC_150213,789,265,657,234,909
Chicken,CRBC_150213,801,263,656,233,908
Chicken,CRBC_150213,795,262,627,227,909
Chicken,CRBC_150213,791,263,628,227,910
Chicken,CRBC_150213,780,263,646,232,909
Chicken,CRBC_150213,751,265,658,242,909
Chicken,CRBC_150213,824,263,640,249,909
Chicken,CRBC_150213,774,262,653,228,909
Chicken,CRBC_150213,749,266,674,229,909
Chicken,CRBC_150213,804,263,669,231,909
Chicken,CRBC_150213,768,263,645,233,909
Chicken,CRBC_150213,723,263,668,194,909
Chicken,CRBC_150213,791,262,645,243,908
Chicken,CRBC_150213,780,264,628,245,910
Chicken,CRBC_150213,716,261,637,162,909
Chicken,CRBC_150213,773,264,648,238,909
Chicken,CRBC_150213,859,420,699,490,945
Chicken,CRBC_150213,811,263,583,255,909
Chicken,CRBC_150213,767,264,633,246,908
Chicken,CRBC_150213,758,262,653,224,909
Chicken,CRBC_150213,766,265,649,245,910
Chicken,CRBC_150213,745,264,631,231,909
Chicken,CRBC_150213,802,263,650,230,909
Chicken,CRBC_150213,826,262,677,237,909
Chicken,CRBC_150213,818,262,614,233,909
Chicken,CRBC_150213,788,265,644,226,908
Chicken,CRBC_150213,782,265,670,227,909
Chicken,CRBC_150213,753,266,671,228,909
Chicken,CRBC_150213,611,265,605,84,909
Chicken,CRBC_150213,742,264,635,249,909
Chicken,CRBC_150213,791,264,634,237,909
Chicken,CRBC_150213,784,263,631,216,908
Chicken,CRBC_150213,834,285,755,531,935
Chicken,CRBC_150213,733,262,654,197,909
Chicken,CRBC_150213,787,264,683,235,910
Chicken,CRBC_150213,797,263,671,226,908
Chicken,CRBC_150213,829,261,642,242,909
Chicken,CRBC_150213,779,262,643,238,909
Chicken,CRBC_150213,787,264,682,242,908
Chicken,CRBC_150213,779,264,625,237,909
Chicken,CRBC_150213,803,263,627,233,908
Chicken,CRBC_150213,806,264,656,243,909
Chicken,CRBC_150213,789,262,621,243,909
Chicken,CRBC_150213,809,262,593,233,908
Chicken,CRBC_150213,773,264,658,237,909
Chicken,CRBC_150213,801,263,662,241,908
Chicken,CRBC_150213,840,262,642,250,909
Chicken,CRBC_150213,797,263,620,247,908
Chicken,CRBC_150213,766,264,645,242,909
Chicken,CRBC_150213,790,262,672,236,909
Chicken,CRBC_150213,777,264,668,228,909
Chicken,CRBC_150213,784,262,644,244,909
Chicken,CRBC_150213,774,262,658,244,909
Chicken,CRBC_150213,789,263,618,237,909
Chicken,CRBC_150213,798,262,630,243,909
Chicken,CRBC_150213,772,261,641,197,909
Chicken,CRBC_150213,752,263,659,252,909
Chicken,CRBC_150213,768,263,615,235,909
Chicken,CRBC_150213,794,264,650,233,909
Chicken,CRBC_150213,816,262,681,245,909
Chicken,CRBC_150213,780,264,670,243,909
Chicken,CRBC_150213,778,262,646,223,909
Chicken,CRBC_150213,756,265,653,232,909
Chicken,CRBC_150213,838,261,640,245,909
Chicken,CRBC_150213,799,264,701,224,909
Chicken,CRBC_150213,777,262,634,236,909
Chicken,CRBC_150213,753,264,623,246,909
Chicken,CRBC_150213,825,262,659,240,908
Chicken,CRBC_150213,702,267,627,163,909
Chicken,CRBC_150213,803,262,656,232,908
Chicken,CRBC_150213,740,263,648,249,909
Chicken,CRBC_150213,822,262,666,240,909
Chicken,CRBC_150213,781,263,681,238,909
Chicken,CRBC_150213,781,262,640,237,910
Chicken,CRBC_150213,786,262,628,240,909
Chicken,CRBC_150213,801,263,670,241,909
Chicken,CRBC_150213,809,262,635,233,908
Chicken,CRBC_150213,775,264,619,231,909
Chicken,CRBC_150213,748,268,643,243,910
Chicken,CRBC_150213,752,265,652,244,910
Chicken,CRBC_150213,746,268,642,240,910
Chicken,CRBC_150213,801,263,653,251,909
Chicken,CRBC_150213,777,261,664,235,909
Chicken,CRBC_150213,780,264,623,235,908
Chicken,CRBC_150213,778,262,640,227,909
Chicken,CRBC_150213,801,262,647,236,909
Chicken,CRBC_150213,803,264,604,236,909
Chicken,CRBC_150213,789,262,669,224,908
Chicken,CRBC_150213,841,260,655,243,908
Chicken,CRBC_150213,743,269,638,249,910
Chicken,CRBC_150213,746,263,650,242,909
Chicken,CRBC_150213,773,267,651,247,910
Chicken,CRBC_150213,735,264,625,236,909
Chicken,CRBC_150213,790,265,643,241,908
Chicken,CRBC_150213,761,262,655,240,909
Chicken,CRBC_150213,792,262,647,238,909
Chicken,CRBC_150213,745,265,662,238,909
Chicken,CRBC_150213,782,263,648,241,909
Chicken,CRBC_150213,750,263,622,200,909
Chicken,CRBC_150213,778,265,662,240,909
Chicken,CRBC_150213,804,263,632,236,908
Chicken,CRBC_150213,777,261,636,234,909
Chicken,CRBC_150213,776,266,666,230,909
Chicken,CRBC_150213,788,264,626,230,909
Chicken,CRBC_150213,786,264,633,235,909
Chicken,CRBC_150213,794,263,673,228,909
Chicken,CRBC_150213,760,265,682,247,910
Chicken,CRBC_150213,798,261,586,223,909
Chicken,CRBC_150213,781,265,663,237,909
Chicken,CRBC_150213,777,262,659,249,909
Chicken,CRBC_150213,795,263,646,236,909
Chicken,CRBC_150213,743,266,645,239,909
Chicken,CRBC_150213,761,267,617,243,910
Chicken,CRBC_150213,802,262,639,231,909
Chicken,CRBC_150213,771,263,664,244,909
Chicken,CRBC_150213,772,263,644,233,909
Chicken,CRBC_150213,756,263,652,197,908
Chicken,CRBC_150213,758,263,669,215,908
Chicken,CRBC_150213,744,264,636,255,910
Chicken,CRBC_150213,827,262,674,246,909
Chicken,CRBC_150213,803,264,678,225,909
Chicken,CRBC_150213,822,263,659,237,909
Chicken,CRBC_150213,768,264,660,244,909
Chicken,CRBC_150213,828,261,645,239,908
Chicken,CRBC_150213,746,263,651,240,909
Chicken,CRBC_150213,826,263,640,239,909
Chicken,CRBC_150213,804,262,619,224,908
Chicken,CRBC_150213,795,265,651,245,909
Chicken,CRBC_150213,831,261,664,250,909
Chicken,CRBC_150213,799,263,661,237,909
Chicken,CRBC_150213,772,265,658,236,909
Chicken,CRBC_150213,790,264,636,237,909
Chicken,CRBC_150213,720,273,643,242,910
Chicken,CRBC_150213,797,261,664,239,908
Chicken,CRBC_150213,829,469,716,550,962
Chicken,CRBC_150213,762,265,649,229,909
Chicken,CRBC_150213,773,262,645,220,909
Chicken,CRBC_150213,806,264,617,248,909
Chicken,CRBC_150213,780,265,696,247,909
Chicken,CRBC_150213,799,261,656,242,909
Chicken,CRBC_150213,839,260,605,245,908
Chicken,CRBC_150213,750,266,647,244,910
Chicken,CRBC_150213,797,264,647,254,909
Chicken,CRBC_150213,808,261,613,229,908
Chicken,CRBC_150213,733,270,645,225,910
Chicken,CRBC_150213,810,262,637,233,910
Chicken,CRBC_150213,778,263,651,239,909
Chicken,CRBC_150213,795,263,645,239,909
Chicken,CRBC_150213,823,260,616,244,909
Chicken,CRBC_150213,686,263,613,67,910
Chicken,CRBC_150213,795,262,659,226,908
Chicken,CRBC_150213,776,265,659,239,909
Chicken,CRBC_150213,772,264,639,245,910
Chicken,CRBC_150213,766,264,617,233,909
Chicken,CRBC_150213,811,262,654,230,909
Chicken,CRBC_150213,824,261,624,244,909
Chicken,CRBC_150213,785,264,668,235,909
Chicken,CRBC_150213,816,262,649,235,908
Chicken,CRBC_150213,612,274,671,251,912
Chicken,CRBC_150213,753,265,674,241,909
Chicken,CRBC_150213,813,263,634,239,909
Chicken,CRBC_150213,826,262,624,210,908
Chicken,CRBC_150213,783,263,664,233,908
Chicken,CRBC_150213,808,261,664,243,908
Chicken,CRBC_150213,791,262,664,239,909
Chicken,CRBC_150213,719,268,682,238,910
Chicken,CRBC_150213,818,263,636,228,909
Chicken,CRBC_150213,836,261,610,238,909
Chicken,CRBC_150213,715,260,649,123,908
Chicken,CRBC_150213,814,262,636,227,909
Chicken,CRBC_150213,751,267,659,245,910
Chicken,CRBC_150213,803,261,659,244,909
Chicken,CRBC_150213,787,263,695,237,909
Chicken,CRBC_150213,804,262,603,240,909
Chicken,CRBC_150213,812,263,648,248,909
Chicken,CRBC_150213,788,263,659,236,909
Chicken,CRBC_150213,759,265,651,242,909
Chicken,CRBC_150213,786,262,668,240,909
Chicken,CRBC_150213,833,262,667,249,909
Chicken,CRBC_150213,822,261,639,258,909
Chicken,CRBC_150213,706,265,669,221,909
Chicken,CRBC_150213,786,262,669,247,909
Chicken,CRBC_150213,780,264,667,240,909
Chicken,CRBC_150213,766,262,658,234,909
Chicken,CRBC_150213,808,262,669,232,909
Chicken,CRBC_150213,763,268,627,237,909
Chicken,CRBC_150213,753,267,666,245,910
Chicken,CRBC_150213,734,266,686,239,910
Chicken,CRBC_150213,745,265,641,238,910
Chicken,CRBC_150213,812,261,667,235,909
Chicken,CRBC_150213,804,262,630,252,909
Chicken,CRBC_150213,772,263,648,243,909
Chicken,CRBC_150213,754,266,679,253,910
Chicken,CRBC_150213,702,261,647,193,910
Chicken,CRBC_150213,777,266,656,240,909
Chicken,CRBC_150213,785,266,627,243,909
Chicken,CRBC_150213,820,262,623,234,908
Chicken,CRBC_150213,764,263,627,247,909
Chicken,CRBC_150213,786,263,630,239,909
Chicken,CRBC_150213,794,263,641,246,909
Chicken,CRBC_150213,740,269,669,246,910
Chicken,CRBC_150213,751,265,627,248,909
Chicken,CRBC_150213,810,262,652,239,909
Chicken,CRBC_150213,791,263,612,243,909
Chicken,CRBC_150213,832,362,674,467,964
Chicken,CRBC_150213,789,263,633,237,909
Chicken,CRBC_150213,777,266,686,225,909
Chicken,CRBC_150213,791,265,634,238,909
Chicken,CRBC_150213,764,262,653,238,909
Chicken,CRBC_150213,807,263,641,231,909
Chicken,CRBC_150213,747,267,656,239,910
Chicken,CRBC_150213,810,263,660,234,909
Chicken,CRBC_150213,768,266,659,240,909
Chicken,CRBC_150213,803,263,655,250,909
Chicken,CRBC_150213,827,261,635,256,908
Chicken,CRBC_150213,772,262,673,239,909
Chicken,CRBC_150213,785,262,648,243,909
Chicken,CRBC_150213,814,262,652,233,909
Chicken,CRBC_150213,825,263,649,237,909
Chicken,CRBC_150213,769,264,628,237,909
Chicken,CRBC_150213,773,264,634,244,909
Chicken,CRBC_150213,760,263,656,239,909
Chicken,CRBC_150213,779,265,659,238,909
Chicken,CRBC_150213,794,262,633,251,909
Chicken,CRBC_150213,756,268,625,246,910
Chicken,CRBC_150213,791,262,662,253,908
Chicken,CRBC_150213,840,371,707,481,965
Chicken,CRBC_150213,759,264,652,242,910
Chicken,CRBC_150213,738,262,669,234,909
Chicken,CRBC_150213,797,264,676,235,909
Chicken,CRBC_150213,801,262,688,236,909
Chicken,CRBC_150213,796,263,622,244,909
Chicken,CRBC_150213,797,261,665,234,909
Chicken,CRBC_150213,774,262,669,232,909
Chicken,CRBC_150213,812,262,629,237,908
Chicken,CRBC_150213,753,264,678,243,909
Chicken,CRBC_150213,762,264,647,236,909
Chicken,CRBC_150213,794,263,661,231,909
Chicken,CRBC_150213,805,262,628,237,908
Chicken,CRBC_150213,774,263,640,243,909
Chicken,CRBC_150213,790,262,662,238,909
Chicken,CRBC_150213,685,271,673,240,910
Chicken,CRBC_150213,707,266,644,190,909
Chicken,CRBC_150213,744,265,680,236,909
Chicken,CRBC_150213,787,262,634,239,909
Chicken,CRBC_150213,723,271,683,247,910
Chicken,CRBC_150213,794,267,635,233,912
Chicken,CRBC_150213,748,265,695,235,909
Chicken,CRBC_150213,721,268,633,256,910
Chicken,CRBC_150213,770,262,646,243,909
Chicken,CRBC_150213,810,262,669,238,909
Chicken,CRBC_150213,795,263,657,238,909
Chicken,CRBC_150213,710,270,676,250,911
Chicken,CRBC_150213,779,265,663,231,908
Chicken,CRBC_150213,647,258,602,84,909
Chicken,CRBC_150213,803,264,662,229,909
Chicken,CRBC_150213,742,265,665,214,909
Chicken,CRBC_150213,775,262,648,238,909
Chicken,CRBC_150213,796,263,648,241,909
Chicken,CRBC_150213,781,262,635,244,909
Chicken,CRBC_150213,902,500,804,1023,926
Chicken,CRBC_150213,753,261,664,237,908
Chicken,CRBC_150213,769,261,651,240,909
Chicken,CRBC_150213,800,262,662,230,909
Chicken,CRBC_150213,773,263,684,243,910
Chicken,CRBC_150213,747,263,628,177,908
Chicken,CRBC_150213,641,256,621,25,910
Chicken,CRBC_150213,794,262,675,241,909
Chicken,CRBC_150213,787,265,636,229,909
Chicken,CRBC_150213,806,262,625,228,908
Chicken,CRBC_150213,827,467,680,490,965
Chicken,CRBC_150213,780,264,670,252,909
Chicken,CRBC_150213,765,262,639,201,908
Chicken,CRBC_150213,751,264,668,220,910
Chicken,CRBC_150213,773,263,647,236,909
Chicken,CRBC_150213,772,266,640,238,909
Chicken,CRBC_150213,789,265,645,241,909
Chicken,CRBC_150213,742,265,658,231,909
Chicken,CRBC_150213,789,263,651,242,908
Chicken,CRBC_150213,769,264,634,228,908
Chicken,CRBC_150213,761,267,635,236,909
Chicken,CRBC_150213,794,263,659,236,909
Chicken,CRBC_150213,808,263,677,236,909
Chicken,CRBC_150213,787,266,645,235,909
Chicken,CRBC_150213,787,265,653,239,910
Chicken,CRBC_150213,771,267,661,227,909
Chicken,CRBC_150213,888,416,732,751,963
Chicken,CRBC_150213,587,317,678,148,927
Chicken,CRBC_150213,1023,704,1021,1023,912
Chicken,CRBC_150213,702,267,627,119,909
Chicken,CRBC_150213,885,287,742,732,918
Chicken,CRBC_150213,792,263,605,244,909
Chicken,CRBC_150213,804,261,645,236,910
Chicken,CRBC_150213,798,262,663,243,909
Chicken,CRBC_150213,793,263,680,239,909
Chicken,CRBC_150213,786,262,612,239,909
Chicken,CRBC_150213,759,263,619,238,910
Chicken,CRBC_150213,773,261,687,230,909
Chicken,CRBC_150213,823,261,633,248,909
Chicken,CRBC_150213,774,264,666,240,909
Chicken,CRBC_150213,793,262,646,229,908
Chicken,CRBC_150213,800,262,695,241,909
Chicken,CRBC_150213,780,264,651,241,909
Chicken,CRBC_150213,783,261,680,227,908
Chicken,CRBC_150213,792,263,640,238,909
Chicken,CRBC_150213,779,264,649,232,909
Chicken,CRBC_150213,754,264,674,234,909
Chicken,CRBC_150213,757,262,639,238,908
Chicken,CRBC_150213,782,262,667,224,908
Chicken,CRBC_150213,810,263,683,236,909
Chicken,CRBC_150213,780,262,631,248,909
Chicken,CRBC_150213,775,263,641,239,908
Chicken,CRBC_150213,730,267,629,239,910
Chicken,CRBC_150213,772,265,656,229,909
Chicken,CRBC_150213,605,267,668,128,910
Chicken,CRBC_150213,787,264,653,247,909
Chicken,CRBC_150213,781,262,641,241,909
Chicken,CRBC_150213,776,263,659,248,909
Chicken,CRBC_150213,742,268,604,223,909
Chicken,CRBC_150213,800,263,634,225,909
Chicken,CRBC_150213,766,262,649,241,909
Chicken,CRBC_150213,810,263,661,234,909
Chicken,CRBC_150213,800,264,634,238,909
Chicken,CRBC_150213,800,261,647,164,908
Chicken,CRBC_150213,756,264,683,251,909
Chicken,CRBC_150213,804,262,650,218,908
Chicken,CRBC_150213,763,263,642,245,909
Chicken,CRBC_150213,819,264,661,240,909
Chicken,CRBC_150213,762,262,637,195,909
Chicken,CRBC_150213,789,264,666,232,909
Chicken,CRBC_150213,800,263,666,236,910
Chicken,CRBC_150213,737,265,660,232,909
Chicken,CRBC_150213,774,264,631,235,909
Chicken,CRBC_150213,754,262,641,213,910
Chicken,CRBC_150213,782,264,688,239,910
Chicken,CRBC_150213,753,264,682,224,908
Chicken,CRBC_150213,755,262,643,201,910
Chicken,CRBC_150213,831,358,705,487,951
Chicken,CRBC_150213,716,263,660,170,909
Chicken,CRBC_150213,580,252,668,47,908
Chicken,CRBC_150213,752,262,651,236,909
Chicken,CRBC_150213,806,264,662,235,909
Chicken,CRBC_150213,774,262,634,238,909
Chicken,CRBC_150213,753,265,651,236,909
Chicken,CRBC_150213,808,263,649,241,909
Chicken,CRBC_150213,749,266,639,245,909
Chicken,CRBC_150213,758,264,667,230,909
Chicken,CRBC_150213,773,263,664,241,909
Chicken,CRBC_150213,769,262,655,240,910
Chicken,CRBC_150213,813,262,616,236,908
Chicken,CRBC_150213,593,273,677,129,911
Chicken,CRBC_150213,773,263,661,247,909
Chicken,CRBC_150213,826,262,603,235,908
Chicken,CRBC_150213,726,265,634,255,910
Chicken,CRBC_150213,817,262,629,238,909
Chicken,CRBC_150213,778,264,638,249,909
Chicken,CRBC_150213,838,261,668,241,909
Chicken,CRBC_150213,809,263,641,247,909
Chicken,CRBC_150213,780,262,684,240,909
Chicken,CRBC_150213,770,264,643,246,909
Chicken,CRBC_150213,805,263,657,232,909
Chicken,CRBC_150213,728,266,613,248,910
Chicken,CRBC_150213,789,263,633,232,910
Chicken,CRBC_150213,755,264,615,236,909
Chicken,CRBC_150213,773,262,648,259,910
Chicken,CRBC_150213,804,261,657,233,908
Chicken,CRBC_150213,797,262,619,231,909
Chicken,CRBC_150213,772,263,662,242,909
Chicken,CRBC_150213,830,260,638,248,909
Chicken,CRBC_150213,845,372,699,480,965
Chicken,CRBC_150213,735,266,647,220,909
Chicken,CRBC_150213,788,262,634,227,909
Chicken,CRBC_150213,772,266,675,240,909
Chicken,CRBC_150213,764,265,654,255,909
Chicken,CRBC_150213,781,262,629,224,909
Chicken,CRBC_150213,738,268,659,249,910
Chicken,CRBC_150213,756,266,624,239,909
Chicken,CRBC_150213,781,263,642,233,909
Chicken,CRBC_150213,791,264,629,231,908
Chicken,CRBC_150213,835,262,639,247,908
Chicken,CRBC_150213,806,262,646,231,908
Chicken,CRBC_150213,791,264,648,240,909
Chicken,CRBC_150213,710,264,678,224,910
Chicken,CRBC_150213,813,262,638,249,910
Chicken,CRBC_150213,863,416,738,732,958
Chicken,CRBC_150213,746,263,616,240,909
Chicken,CRBC_150213,733,264,654,184,909
Chicken,CRBC_150213,831,261,603,236,909
Chicken,CRBC_150213,818,261,634,237,908
Chicken,CRBC_150213,808,263,616,238,908
Chicken,CRBC_150213,738,260,657,211,909
Chicken,CRBC_150213,784,261,628,230,908
Chicken,CRBC_150213,776,265,655,243,909
Chicken,CRBC_150213,685,266,641,188,910
Chicken,CRBC_150213,762,264,609,243,909
