Species,Sample,FSC-A,FSC-W,SSC-A,DAPI-A,DAPI-W
Chicken,CRBC_end_150127,760,258,634,215,908
Chicken,CRBC_end_150127,729,260,620,215,909
Chicken,CRBC_end_150127,747,261,634,222,910
Chicken,CRBC_end_150127,758,258,651,213,909
Chicken,CRBC_end_150127,777,258,652,210,908
Chicken,CRBC_end_150127,788,260,636,218,909
Chicken,CRBC_end_150127,776,259,629,221,909
Chicken,CRBC_end_150127,784,256,646,223,908
Chicken,CRBC_end_150127,774,257,631,216,910
Chicken,CRBC_end_150127,787,399,701,433,962
Chicken,CRBC_end_150127,797,258,664,213,908
Chicken,CRBC_end_150127,793,260,637,214,908
Chicken,CRBC_end_150127,736,261,627,219,909
Chicken,CRBC_end_150127,754,261,654,206,908
Chicken,CRBC_end_150127,777,260,635,230,909
Chicken,CRBC_end_150127,774,257,639,228,910
Chicken,CRBC_end_150127,763,259,655,219,909
Chicken,CRBC_end_150127,669,374,621,278,942
Chicken,CRBC_end_150127,659,273,621,211,910
Chicken,CRBC_end_150127,751,260,610,225,909
Chicken,CRBC_end_150127,761,260,633,224,909
Chicken,CRBC_end_150127,756,262,654,225,909
Chicken,CRBC_end_150127,731,260,651,229,909
Chicken,CRBC_end_150127,761,260,624,220,908
Chicken,CRBC_end_150127,748,259,622,217,909
Chicken,CRBC_end_150127,780,258,661,217,908
Chicken,CRBC_end_150127,777,259,627,219,909
Chicken,CRBC_end_150127,751,258,615,206,908
Chicken,CRBC_end_150127,737,257,611,222,908
Chicken,CRBC_end_150127,734,261,632,212,909
Chicken,CRBC_end_150127,754,262,645,223,909
Chicken,CRBC_end_150127,748,260,661,226,909
Chicken,CRBC_end_150127,765,261,635,223,909
Chicken,CRBC_end_150127,827,295,708,413,925
Chicken,CRBC_end_150127,797,257,639,220,909
Chicken,CRBC_end_150127,801,257,669,202,908
Chicken,CRBC_end_150127,783,257,648,212,908
Chicken,CRBC_end_150127,758,261,604,210,908
Chicken,CRBC_end_150127,774,258,613,224,908
Chicken,CRBC_end_150127,791,259,619,209,908
Chicken,CRBC_end_150127,801,257,642,216,909
Chicken,CRBC_end_150127,807,259,654,200,907
Chicken,CRBC_end_150127,792,258,660,217,909
Chicken,CRBC_end_150127,698,260,624,231,909
Chicken,CRBC_end_150127,754,258,651,220,909
Chicken,CRBC_end_150127,763,260,622,209,909
Chicken,CRBC_end_150127,817,255,612,221,909
Chicken,CRBC_end_150127,804,257,622,218,907
Chicken,CRBC_end_150127,744,258,628,142,908
Chicken,CRBC_end_150127,779,258,620,209,909
Chicken,CRBC_end_150127,708,260,613,155,908
Chicken,CRBC_end_150127,810,257,621,218,908
Chicken,CRBC_end_150127,761,261,613,229,910
Chicken,CRBC_end_150127,816,258,629,212,907
Chicken,CRBC_end_150127,795,260,647,186,909
Chicken,CRBC_end_150127,786,258,666,223,908
Chicken,CRBC_end_150127,712,261,653,231,910
Chicken,CRBC_end_150127,812,258,658,220,908
Chicken,CRBC_end_150127,779,257,595,221,909
Chicken,CRBC_end_150127,762,261,632,222,910
Chicken,CRBC_end_150127,738,257,639,214,908
Chicken,CRBC_end_150127,795,260,653,203,909
Chicken,CRBC_end_150127,776,257,664,205,908
Chicken,CRBC_end_150127,753,260,648,215,909
Chicken,CRBC_end_150127,753,260,649,216,908
Chicken,CRBC_end_150127,796,257,678,215,909
Chicken,CRBC_end_150127,770,260,660,215,909
Chicken,CRBC_end_150127,816,257,622,220,908
Chicken,CRBC_end_150127,762,261,642,209,910
Chicken,CRBC_end_150127,803,257,641,210,907
Chicken,CRBC_end_150127,780,257,614,217,908
Chicken,CRBC_end_150127,765,259,639,224,908
Chicken,CRBC_end_150127,748,257,645,220,910
Chicken,CRBC_end_150127,634,251,628,48,908
Chicken,CRBC_end_150127,737,260,627,218,910
Chicken,CRBC_end_150127,776,259,618,208,908
Chicken,CRBC_end_150127,754,259,627,226,910
Chicken,CRBC_end_150127,752,262,651,227,910
Chicken,CRBC_end_150127,749,258,616,228,909
Chicken,CRBC_end_150127,824,283,687,430,918
Chicken,CRBC_end_150127,786,258,669,213,908
Chicken,CRBC_end_150127,769,257,657,227,909
Chicken,CRBC_end_150127,769,258,654,221,908
Chicken,CRBC_end_150127,760,261,645,224,909
Chicken,CRBC_end_150127,788,257,642,212,909
Chicken,CRBC_end_150127,827,256,630,219,908
Chicken,CRBC_end_150127,761,259,632,221,909
Chicken,CRBC_end_150127,758,258,631,219,909
Chicken,CRBC_end_150127,745,260,663,223,909
Chicken,CRBC_end_150127,755,259,595,226,909
Chicken,CRBC_end_150127,753,261,662,209,910
Chicken,CRBC_end_150127,715,267,642,228,910
Chicken,CRBC_end_150127,767,257,625,213,908
Chicken,CRBC_end_150127,783,262,641,231,913
Chicken,CRBC_end_150127,743,258,623,200,908
Chicken,CRBC_end_150127,747,260,637,216,909
Chicken,CRBC_end_150127,744,257,627,209,909
Chicken,CRBC_end_150127,770,261,638,213,908
Chicken,CRBC_end_150127,777,261,631,228,909
Chicken,CRBC_end_150127,801,258,615,219,909
Chicken,CRBC_end_150127,699,267,638,213,909
Chicken,CRBC_end_150127,754,262,605,223,908
Chicken,CRBC_end_150127,779,257,593,221,909
Chicken,CRBC_end_150127,806,258,619,221,908
Chicken,CRBC_end_150127,799,257,644,217,908
Chicken,CRBC_end_150127,730,259,654,206,909
Chicken,CRBC_end_150127,803,258,643,209,908
Chicken,CRBC_end_150127,760,259,649,222,908
Chicken,CRBC_end_150127,707,265,627,200,909
Chicken,CRBC_end_150127,757,259,676,220,909
Chicken,CRBC_end_150127,770,259,646,221,909
Chicken,CRBC_end_150127,751,263,623,221,909
Chicken,CRBC_end_150127,719,260,660,227,909
Chicken,CRBC_end_150127,788,259,647,216,908
Chicken,CRBC_end_150127,654,256,629,137,908
Chicken,CRBC_end_150127,761,257,645,216,909
Chicken,CRBC_end_150127,802,257,668,213,909
Chicken,CRBC_end_150127,720,261,624,234,910
Chicken,CRBC_end_150127,860,491,695,431,964
Chicken,CRBC_end_150127,783,257,632,233,909
Chicken,CRBC_end_150127,742,259,633,219,908
Chicken,CRBC_end_150127,821,256,644,219,909
Chicken,CRBC_end_150127,718,265,674,239,910
Chicken,CRBC_end_150127,785,258,620,227,908
Chicken,CRBC_end_150127,734,259,600,220,910
Chicken,CRBC_end_150127,813,256,646,221,909
Chicken,CRBC_end_150127,841,408,702,435,965
Chicken,CRBC_end_150127,748,259,659,212,908
Chicken,CRBC_end_150127,699,263,609,209,910
Chicken,CRBC_end_150127,810,257,610,219,908
Chicken,CRBC_end_150127,732,260,643,158,911
Chicken,CRBC_end_150127,777,259,689,210,908
Chicken,CRBC_end_150127,794,257,628,216,910
Chicken,CRBC_end_150127,684,267,670,146,910
Chicken,CRBC_end_150127,809,257,648,214,909
Chicken,CRBC_end_150127,771,256,610,219,909
Chicken,CRBC_end_150127,693,264,608,215,909
Chicken,CRBC_end_150127,750,259,643,229,909
Chicken,CRBC_end_150127,756,260,622,217,909
Chicken,CRBC_end_150127,760,258,633,226,908
Chicken,CRBC_end_150127,743,261,640,222,909
Chicken,CRBC_end_150127,793,256,654,221,909
Chicken,CRBC_end_150127,829,420,713,494,962
Chicken,CRBC_end_150127,801,257,631,211,908
Chicken,CRBC_end_150127,751,261,626,217,910
Chicken,CRBC_end_150127,783,255,655,222,909
Chicken,CRBC_end_150127,744,260,659,218,908
Chicken,CRBC_end_150127,794,258,628,218,909
Chicken,CRBC_end_150127,830,300,686,433,924
Chicken,CRBC_end_150127,792,257,648,212,908
Chicken,CRBC_end_150127,737,261,628,210,909
Chicken,CRBC_end_150127,778,257,649,233,908
Chicken,CRBC_end_150127,754,259,645,224,909
Chicken,CRBC_end_150127,724,261,641,223,909
Chicken,CRBC_end_150127,760,259,637,217,910
Chicken,CRBC_end_150127,786,258,640,222,909
Chicken,CRBC_end_150127,808,256,628,212,908
Chicken,CRBC_end_150127,667,260,638,227,910
Chicken,CRBC_end_150127,787,257,647,209,909
Chicken,CRBC_end_150127,732,258,608,209,908
Chicken,CRBC_end_150127,781,259,669,214,909
Chicken,CRBC_end_150127,797,257,588,231,908
Chicken,CRBC_end_150127,758,260,636,226,909
Chicken,CRBC_end_150127,778,260,633,208,909
Chicken,CRBC_end_150127,811,258,604,239,908
Chicken,CRBC_end_150127,775,258,640,227,909
Chicken,CRBC_end_150127,740,263,614,207,909
Chicken,CRBC_end_150127,808,257,642,217,908
Chicken,CRBC_end_150127,760,258,614,212,908
Chicken,CRBC_end_150127,808,258,655,224,909
Chicken,CRBC_end_150127,766,260,615,224,909
Chicken,CRBC_end_150127,735,260,654,215,910
Chicken,CRBC_end_150127,804,371,709,403,958
Chicken,CRBC_end_150127,774,258,669,208,908
Chicken,CRBC_end_150127,750,258,614,211,909
Chicken,CRBC_end_150127,741,259,576,200,908
Chicken,CRBC_end_150127,835,409,690,438,964
Chicken,CRBC_end_150127,787,258,597,219,909
Chicken,CRBC_end_150127,807,256,634,220,908
Chicken,CRBC_end_150127,765,258,667,213,909
Chicken,CRBC_end_150127,741,260,649,211,909
Chicken,CRBC_end_150127,789,257,632,207,908
Chicken,CRBC_end_150127,757,258,619,225,909
Chicken,CRBC_end_150127,706,265,646,198,909
Chicken,CRBC_end_150127,771,260,641,222,909
Chicken,CRBC_end_150127,792,256,655,218,909
Chicken,CRBC_end_150127,785,259,640,215,909
Chicken,CRBC_end_150127,779,258,663,209,908
Chicken,CRBC_end_150127,766,258,601,211,908
Chicken,CRBC_end_150127,789,257,663,226,909
Chicken,CRBC_end_150127,807,258,642,216,909
Chicken,CRBC_end_150127,794,258,642,219,908
Chicken,CRBC_end_150127,791,259,640,216,908
Chicken,CRBC_end_150127,742,257,620,139,908
Chicken,CRBC_end_150127,795,257,642,212,908
Chicken,CRBC_end_150127,784,259,631,214,909
Chicken,CRBC_end_150127,734,260,638,216,909
Chicken,CRBC_end_150127,773,260,651,213,909
Chicken,CRBC_end_150127,799,258,684,221,910
Chicken,CRBC_end_150127,763,257,632,187,909
Chicken,CRBC_end_150127,794,257,643,231,908
Chicken,CRBC_end_150127,805,259,615,206,908
Chicken,CRBC_end_150127,751,260,636,224,909
Chicken,CRBC_end_150127,767,260,623,229,908
Chicken,CRBC_end_150127,766,256,645,218,908
Chicken,CRBC_end_150127,809,257,641,207,908
Chicken,CRBC_end_150127,714,257,671,136,909
Chicken,CRBC_end_150127,663,258,732,4,906
Chicken,CRBC_end_150127,755,261,606,220,909
Chicken,CRBC_end_150127,791,257,607,212,908
Chicken,CRBC_end_150127,768,260,628,212,908
Chicken,CRBC_end_150127,793,256,605,212,908
Chicken,CRBC_end_150127,794,256,629,206,908
Chicken,CRBC_end_150127,801,258,589,223,908
Chicken,CRBC_end_150127,787,258,630,217,909
Chicken,CRBC_end_150127,767,260,636,219,908
Chicken,CRBC_end_150127,828,257,611,219,908
Chicken,CRBC_end_150127,680,263,640,231,910
Chicken,CRBC_end_150127,740,260,647,202,909
Chicken,CRBC_end_150127,808,257,650,212,908
Chicken,CRBC_end_150127,792,257,652,225,909
Chicken,CRBC_end_150127,761,259,636,225,909
Chicken,CRBC_end_150127,847,454,703,428,965
Chicken,CRBC_end_150127,753,256,635,181,910
Chicken,CRBC_end_150127,725,258,654,197,909
Chicken,CRBC_end_150127,684,258,642,96,908
Chicken,CRBC_end_150127,628,288,655,224,912
Chicken,CRBC_end_150127,818,256,619,217,908
Chicken,CRBC_end_150127,817,258,660,225,908
Chicken,CRBC_end_150127,781,258,629,208,908
Chicken,CRBC_end_150127,782,257,632,229,909
Chicken,CRBC_end_150127,743,258,651,224,910
Chicken,CRBC_end_150127,692,259,666,29,908
Chicken,CRBC_end_150127,794,257,674,229,909
Chicken,CRBC_end_150127,813,257,623,222,908
Chicken,CRBC_end_150127,772,256,659,219,909
Chicken,CRBC_end_150127,797,258,621,220,909
Chicken,CRBC_end_150127,801,259,631,224,908
Chicken,CRBC_end_150127,795,257,634,223,909
Chicken,CRBC_end_150127,710,264,637,227,909
Chicken,CRBC_end_150127,727,261,671,220,909
Chicken,CRBC_end_150127,779,256,617,228,908
Chicken,CRBC_end_150127,739,263,632,215,910
Chicken,CRBC_end_150127,795,259,671,198,909
Chicken,CRBC_end_150127,768,259,652,214,909
Chicken,CRBC_end_150127,763,257,630,221,909
Chicken,CRBC_end_150127,771,259,625,212,908
Chicken,CRBC_end_150127,777,258,610,221,908
Chicken,CRBC_end_150127,782,258,620,207,908
Chicken,CRBC_end_150127,793,257,664,203,908
Chicken,CRBC_end_150127,777,256,645,218,908
Chicken,CRBC_end_150127,794,259,665,228,909
Chicken,CRBC_end_150127,758,258,643,225,909
Chicken,CRBC_end_150127,815,259,653,219,908
Chicken,CRBC_end_150127,789,257,653,211,908
Chicken,CRBC_end_150127,746,262,619,223,910
Chicken,CRBC_end_150127,755,261,633,201,909
Chicken,CRBC_end_150127,786,257,630,221,908
Chicken,CRBC_end_150127,758,261,632,230,909
Chicken,CRBC_end_150127,798,258,635,214,908
Chicken,CRBC_end_150127,793,257,616,223,909
Chicken,CRBC_end_150127,798,259,643,221,908
Chicken,CRBC_end_150127,666,283,541,216,910
Chicken,CRBC_end_150127,762,259,612,207,909
Chicken,CRBC_end_150127,766,261,647,230,910
Chicken,CRBC_end_150127,762,257,663,220,909
Chicken,CRBC_end_150127,759,261,638,217,909
Chicken,CRBC_end_150127,790,257,628,219,909
Chicken,CRBC_end_150127,741,260,624,223,909
Chicken,CRBC_end_150127,773,259,657,210,908
Chicken,CRBC_end_150127,766,257,636,225,909
Chicken,CRBC_end_150127,829,257,636,217,908
Chicken,CRBC_end_150127,783,259,658,211,908
Chicken,CRBC_end_150127,740,261,651,225,909
Chicken,CRBC_end_150127,745,262,623,218,909
Chicken,CRBC_end_150127,784,257,623,221,908
Chicken,CRBC_end_150127,768,260,616,214,908
Chicken,CRBC_end_150127,737,261,637,184,909
Chicken,CRBC_end_150127,810,256,646,207,907
Chicken,CRBC_end_150127,754,259,650,220,910
Chicken,CRBC_end_150127,768,257,655,209,908
Chicken,CRBC_end_150127,766,259,594,222,909
Chicken,CRBC_end_150127,754,260,661,209,908
Chicken,CRBC_end_150127,785,259,635,218,909
Chicken,CRBC_end_150127,781,258,616,217,908
Chicken,CRBC_end_150127,734,261,668,224,909
Chicken,CRBC_end_150127,763,259,624,208,909
Chicken,CRBC_end_150127,786,258,636,202,908
Chicken,CRBC_end_150127,753,259,646,230,909
Chicken,CRBC_end_150127,770,260,659,208,908
Chicken,CRBC_end_150127,735,260,653,213,909
Chicken,CRBC_end_150127,747,260,645,222,909
Chicken,CRBC_end_150127,707,266,635,219,910
Chicken,CRBC_end_150127,776,258,646,220,908
Chicken,CRBC_end_150127,756,260,631,215,909
Chicken,CRBC_end_150127,746,259,605,225,909
Chicken,CRBC_end_150127,783,260,665,227,909
Chicken,CRBC_end_150127,820,258,647,216,908
Chicken,CRBC_end_150127,731,259,649,234,909
Chicken,CRBC_end_150127,747,260,649,215,908
Chicken,CRBC_end_150127,776,258,633,220,909
Chicken,CRBC_end_150127,769,259,662,223,909
Chicken,CRBC_end_150127,808,256,611,229,909
Chicken,CRBC_end_150127,715,268,578,224,909
Chicken,CRBC_end_150127,751,259,633,231,909
Chicken,CRBC_end_150127,751,256,649,230,909
Chicken,CRBC_end_150127,743,259,625,222,910
Chicken,CRBC_end_150127,749,260,626,222,909
Chicken,CRBC_end_150127,728,254,652,136,908
Chicken,CRBC_end_150127,749,261,605,224,908
Chicken,CRBC_end_150127,758,259,648,211,908
Chicken,CRBC_end_150127,788,258,661,216,908
Chicken,CRBC_end_150127,710,262,644,214,910
Chicken,CRBC_end_150127,735,263,623,196,909
Chicken,CRBC_end_150127,738,259,643,218,909
Chicken,CRBC_end_150127,795,257,642,211,908
Chicken,CRBC_end_150127,766,257,634,226,908
Chicken,CRBC_end_150127,733,261,645,179,908
Chicken,CRBC_end_150127,785,257,644,221,908
Chicken,CRBC_end_150127,674,251,636,81,909
Chicken,CRBC_end_150127,773,260,635,232,908
Chicken,CRBC_end_150127,818,256,612,217,908
Chicken,CRBC_end_150127,801,259,613,203,908
Chicken,CRBC_end_150127,691,273,632,217,911
Chicken,CRBC_end_150127,832,434,703,426,964
Chicken,CRBC_end_150127,810,258,673,221,908
Chicken,CRBC_end_150127,767,259,609,212,908
Chicken,CRBC_end_150127,771,260,649,225,909
Chicken,CRBC_end_150127,777,258,663,227,908
Chicken,CRBC_end_150127,730,259,649,228,909
Chicken,CRBC_end_150127,784,256,646,217,908
Chicken,CRBC_end_150127,767,259,662,221,908
Chicken,CRBC_end_150127,630,266,645,133,910
Chicken,CRBC_end_150127,706,264,649,228,909
Chicken,CRBC_end_150127,757,259,654,211,909
Chicken,CRBC_end_150127,718,261,665,229,909
Chicken,CRBC_end_150127,774,259,631,217,908
Chicken,CRBC_end_150127,749,257,632,185,908
Chicken,CRBC_end_150127,741,261,667,172,910
Chicken,CRBC_end_150127,775,257,646,226,909
Chicken,CRBC_end_150127,772,259,652,209,908
Chicken,CRBC_end_150127,756,256,611,232,909
Chicken,CRBC_end_150127,814,256,648,218,908
Chicken,CRBC_end_150127,728,261,637,215,909
Chicken,CRBC_end_150127,787,259,650,225,908
Chicken,CRBC_end_150127,809,258,621,224,908
Chicken,CRBC_end_150127,746,258,642,209,909
Chicken,CRBC_end_150127,802,259,634,213,909
Chicken,CRBC_end_150127,802,256,638,218,909
Chicken,CRBC_end_150127,778,259,640,224,908
Chicken,CRBC_end_150127,791,259,631,197,908
Chicken,CRBC_end_150127,736,259,649,220,909
Chicken,CRBC_end_150127,809,259,634,205,908
Chicken,CRBC_end_150127,779,259,624,225,908
Chicken,CRBC_end_150127,748,260,632,222,909
Chicken,CRBC_end_150127,766,257,643,220,908
Chicken,CRBC_end_150127,778,258,628,223,909
Chicken,CRBC_end_150127,728,260,622,215,909
Chicken,CRBC_end_150127,819,256,630,214,909
Chicken,CRBC_end_150127,748,259,648,234,909
Chicken,CRBC_end_150127,565,318,756,225,914
Chicken,CRBC_end_150127,732,262,677,236,911
Chicken,CRBC_end_150127,783,258,621,221,909
Chicken,CRBC_end_150127,764,261,680,225,909
Chicken,CRBC_end_150127,782,261,663,216,909
Chicken,CRBC_end_150127,736,261,634,209,908
Chicken,CRBC_end_150127,794,258,621,200,908
Chicken,CRBC_end_150127,777,260,637,227,909
Chicken,CRBC_end_150127,779,255,616,156,908
Chicken,CRBC_end_150127,746,259,671,205,908
Chicken,CRBC_end_150127,718,263,650,211,910
Chicken,CRBC_end_150127,812,258,645,232,908
Chicken,CRBC_end_150127,788,258,627,201,909
Chicken,CRBC_end_150127,750,259,669,218,909
Chicken,CRBC_end_150127,730,260,618,204,909
Chicken,CRBC_end_150127,761,257,605,225,909
Chicken,CRBC_end_150127,741,258,627,209,908
Chicken,CRBC_end_150127,716,265,635,223,910
Chicken,CRBC_end_150127,771,259,609,224,908
Chicken,CRBC_end_150127,760,260,636,226,909
Chicken,CRBC_end_150127,761,261,638,201,908
Chicken,CRBC_end_150127,744,258,638,226,910
Chicken,CRBC_end_150127,749,260,628,225,909
Chicken,CRBC_end_150127,778,260,633,218,908
Chicken,CRBC_end_150127,769,260,678,220,908
Chicken,CRBC_end_150127,818,257,667,217,908
Chicken,CRBC_end_150127,789,259,676,207,908
Chicken,CRBC_end_150127,806,256,668,210,908
Chicken,CRBC_end_150127,687,269,642,229,910
Chicken,CRBC_end_150127,830,257,654,222,908
Chicken,CRBC_end_150127,808,258,616,216,909
Chicken,CRBC_end_150127,793,258,638,207,908
Chicken,CRBC_end_150127,761,276,718,88,911
Chicken,CRBC_end_150127,693,256,631,167,909
Chicken,CRBC_end_150127,781,260,632,218,909
Chicken,CRBC_end_150127,737,262,617,222,909
Chicken,CRBC_end_150127,703,259,653,221,909
Chicken,CRBC_end_150127,774,257,630,215,908
Chicken,CRBC_end_150127,753,260,634,226,908
Chicken,CRBC_end_150127,698,256,657,139,908
Chicken,CRBC_end_150127,788,258,640,226,908
Chicken,CRBC_end_150127,715,269,657,225,910
Chicken,CRBC_end_150127,736,262,629,206,909
Chicken,CRBC_end_150127,764,257,629,222,909
Chicken,CRBC_end_150127,751,262,622,220,909
Chicken,CRBC_end_150127,744,262,625,222,909
Chicken,CRBC_end_150127,940,647,810,1023,940
Chicken,CRBC_end_150127,784,259,518,238,909
Chicken,CRBC_end_150127,798,258,617,212,908
Chicken,CRBC_end_150127,761,257,637,207,908
Chicken,CRBC_end_150127,739,256,654,216,909
Chicken,CRBC_end_150127,792,258,652,216,909
Chicken,CRBC_end_150127,730,260,643,225,909
Chicken,CRBC_end_150127,774,258,662,219,908
Chicken,CRBC_end_150127,736,259,687,207,910
Chicken,CRBC_end_150127,699,260,641,162,909
Chicken,CRBC_end_150127,758,259,641,218,910
Chicken,CRBC_end_150127,743,261,628,227,910
Chicken,CRBC_end_150127,767,259,637,207,909
Chicken,CRBC_end_150127,794,257,672,220,908
Chicken,CRBC_end_150127,725,260,625,233,910
Chicken,CRBC_end_150127,710,262,659,219,909
Chicken,CRBC_end_150127,736,258,644,178,909
Chicken,CRBC_end_150127,720,262,665,230,910
Chicken,CRBC_end_150127,819,257,663,220,909
Chicken,CRBC_end_150127,735,262,643,221,909
Chicken,CRBC_end_150127,736,266,633,226,909
Chicken,CRBC_end_150127,766,257,599,226,908
Chicken,CRBC_end_150127,848,255,637,235,908
Chicken,CRBC_end_150127,761,256,650,220,909
Chicken,CRBC_end_150127,810,257,643,217,908
Chicken,CRBC_end_150127,718,259,623,225,910
Chicken,CRBC_end_150127,744,255,648,218,908
Chicken,CRBC_end_150127,766,260,610,225,909
Chicken,CRBC_end_150127,817,257,637,218,907
Chicken,CRBC_end_150127,760,257,625,219,908
Chicken,CRBC_end_150127,640,255,450,61,907
Chicken,CRBC_end_150127,784,259,625,212,908
Chicken,CRBC_end_150127,756,257,653,232,910
Chicken,CRBC_end_150127,745,259,664,210,908
Chicken,CRBC_end_150127,756,259,641,214,909
Chicken,CRBC_end_150127,808,258,645,215,908
Chicken,CRBC_end_150127,789,258,631,219,908
Chicken,CRBC_end_150127,716,267,624,208,909
Chicken,CRBC_end_150127,841,256,633,232,908
Chicken,CRBC_end_150127,824,256,595,222,908
Chicken,CRBC_end_150127,806,258,632,216,908
Chicken,CRBC_end_150127,802,256,636,221,909
Chicken,CRBC_end_150127,819,257,644,223,908
Chicken,CRBC_end_150127,817,258,599,216,908
Chicken,CRBC_end_150127,779,256,652,223,909
Chicken,CRBC_end_150127,833,515,704,431,965
Chicken,CRBC_end_150127,744,260,651,205,908
Chicken,CRBC_end_150127,721,263,607,221,910
Chicken,CRBC_end_150127,730,263,571,207,909
Chicken,CRBC_end_150127,773,256,629,209,908
Chicken,CRBC_end_150127,766,262,640,208,908
Chicken,CRBC_end_150127,725,260,642,205,909
Chicken,CRBC_end_150127,832,258,637,221,908
Chicken,CRBC_end_150127,764,259,662,207,908
Chicken,CRBC_end_150127,775,258,644,221,909
Chicken,CRBC_end_150127,706,261,643,219,909
Chicken,CRBC_end_150127,693,265,638,194,910
Chicken,CRBC_end_150127,760,260,624,225,909
Chicken,CRBC_end_150127,701,269,633,230,910
Chicken,CRBC_end_150127,705,265,638,230,910
Chicken,CRBC_end_150127,743,259,656,224,910
Chicken,CRBC_end_150127,753,259,609,224,908
Chicken,CRBC_end_150127,754,260,647,235,910
Chicken,CRBC_end_150127,824,313,709,439,933
Chicken,CRBC_end_150127,768,259,624,223,908
Chicken,CRBC_end_150127,655,273,648,211,910
Chicken,CRBC_end_150127,783,260,634,211,908
Chicken,CRBC_end_150127,811,258,622,225,908
Chicken,CRBC_end_150127,795,258,631,219,909
Chicken,CRBC_end_150127,719,258,630,216,909
Chicken,CRBC_end_150127,760,259,623,216,908
Chicken,CRBC_end_150127,724,263,624,218,909
Chicken,CRBC_end_150127,778,257,636,215,908
Chicken,CRBC_end_150127,741,261,658,192,908
Chicken,CRBC_end_150127,743,261,635,218,909
Chicken,CRBC_end_150127,757,258,656,223,909
Chicken,CRBC_end_150127,806,258,630,213,908
Chicken,CRBC_end_150127,768,262,628,216,909
Chicken,CRBC_end_150127,772,260,643,223,909
Chicken,CRBC_end_150127,806,258,652,209,908
Chicken,CRBC_end_150127,785,260,643,204,908
Chicken,CRBC_end_150127,703,262,629,188,909
Chicken,CRBC_end_150127,610,260,624,173,912
Chicken,CRBC_end_150127,662,258,817,0,840
Chicken,CRBC_end_150127,626,269,659,183,910
Chicken,CRBC_end_150127,805,258,673,217,909
Chicken,CRBC_end_150127,735,261,649,225,910
Chicken,CRBC_end_150127,766,257,618,212,909
Chicken,CRBC_end_150127,778,258,628,218,909
Chicken,CRBC_end_150127,791,259,646,213,908
Chicken,CRBC_end_150127,795,256,633,229,908
Chicken,CRBC_end_150127,726,253,593,101,908
Chicken,CRBC_end_150127,764,259,624,231,909
Chicken,CRBC_end_150127,775,259,666,237,908
Chicken,CRBC_end_150127,801,260,644,213,908
Chicken,CRBC_end_150127,775,257,637,223,908
Chicken,CRBC_end_150127,771,258,643,231,909
Chicken,CRBC_end_150127,735,257,642,208,909
Chicken,CRBC_end_150127,783,259,636,209,908
