"FSC-A","FSC-W","SSC-A","DAPI-A","DAPI-W"
743,413,773,172,911
917,369,833,67,948
975,422,895,100,950
634,253,468,0,0
587,263,341,1,894
601,243,693,3,907
670,264,523,5,906
568,240,558,2,898
629,256,478,0,858
815,262,781,2,898
610,242,543,0,0
612,259,470,202,912
705,256,505,1,891
640,280,590,388,912
799,259,564,5,905
634,257,418,0,0
848,304,788,27,918
618,257,683,1,901
809,266,695,12,909
580,245,577,0,0
576,281,548,205,910
741,272,646,6,917
697,257,586,0,0
603,249,504,0,880
707,257,569,0,0
710,257,749,0,0
654,256,563,0,0
598,279,518,203,910
666,277,582,194,909
638,261,560,0,0
711,261,669,1,896
761,261,558,4,906
649,258,771,5,912
727,263,617,0,0
699,290,560,414,911
768,258,778,1,901
706,258,628,0,0
739,263,581,188,909
677,263,474,2,897
710,270,628,28,909
594,252,526,0,0
729,264,601,182,909
819,269,664,11,912
606,252,539,0,0
658,273,690,172,911
602,256,559,0,0
645,262,558,2,908
705,275,680,177,911
731,395,648,5,933
654,261,592,0,872
871,288,813,0,890
869,298,937,1,915
682,261,640,0,0
659,267,569,201,910
642,263,473,203,909
581,265,576,195,910
750,284,690,198,910
726,278,688,155,912
877,357,856,84,932
917,274,749,122,911
879,396,890,217,919
1023,410,872,594,943
632,272,518,200,911
633,252,520,0,0
662,267,602,183,910
766,262,575,1,900
585,245,441,0,624
650,257,573,0,0
620,260,427,0,0
666,270,576,205,909
785,264,774,0,0
653,266,454,208,910
688,267,631,0,864
588,264,599,0,0
797,264,655,6,907
683,301,570,206,910
583,258,527,0,0
588,261,739,0,0
578,289,514,208,911
621,290,582,185,914
639,262,594,0,908
779,263,597,4,906
712,262,609,0,0
572,254,460,0,0
764,298,740,2,902
616,270,619,184,910
725,306,690,358,921
723,261,558,1,901
636,270,462,211,910
661,266,596,5,910
632,276,521,193,909
689,307,870,3,914
636,266,541,0,851
766,262,573,4,904
866,298,693,7,919
803,321,751,206,910
692,266,504,209,909
617,263,652,48,912
645,275,577,207,911
725,261,609,0,0
829,283,654,9,915
851,412,885,189,912
589,249,530,1,899
703,261,496,192,909
766,263,466,5,909
594,263,673,3,901
720,268,569,169,909
996,364,1020,1023,935
643,254,642,3,907
593,254,739,1,892
780,261,668,0,0
631,253,538,0,0
590,249,531,0,770
652,258,569,0,0
582,246,539,0,0
740,519,888,17,978
622,278,558,193,910
700,263,628,2,904
603,267,560,2,907
603,288,624,197,914
708,259,625,0,0
637,252,473,1,895
723,262,744,9,906
804,264,623,5,904
588,251,595,0,0
827,313,663,4,916
608,291,523,193,910
651,266,529,206,909
799,277,871,7,909
656,259,601,192,911
706,260,847,8,909
718,258,593,0,0
635,260,550,186,909
772,262,686,0,770
655,272,625,197,910
669,280,640,191,910
582,266,516,211,910
830,295,804,256,913
589,256,530,0,804
584,250,364,0,763
812,261,621,9,908
628,285,630,412,913
693,266,598,0,0
667,296,721,1,919
805,273,730,9,909
774,299,632,603,922
794,290,760,41,918
706,294,827,0,875
738,268,568,400,911
807,261,700,0,911
713,268,627,180,909
641,251,622,0,0
580,266,555,203,910
612,247,692,0,903
700,264,613,0,876
586,253,521,0,0
755,260,747,0,0
752,265,679,12,910
589,250,429,0,791
688,261,517,197,910
609,263,502,201,910
815,262,628,7,907
579,261,539,1,915
680,260,643,1,911
775,280,730,10,915
689,258,580,1,917
649,257,578,0,791
711,260,723,0,866
640,269,576,197,910
590,261,610,3,912
606,250,533,0,0
641,265,558,194,908
594,266,651,0,0
716,256,613,0,0
608,318,729,13,930
596,274,612,183,912
668,265,928,0,864
774,258,534,4,910
777,266,621,184,909
733,259,540,4,912
797,284,774,3,915
658,267,559,190,909
601,260,613,0,0
721,267,736,182,910
688,258,569,0,833
685,269,579,415,913
684,260,592,0,0
684,255,528,0,721
793,272,717,14,912
585,253,454,1,908
707,264,779,0,613
632,276,551,206,912
609,270,869,1,914
612,258,534,0,782
756,277,715,10,914
622,262,565,3,910
622,251,538,0,0
660,274,845,11,918
634,254,794,1,907
602,265,511,0,765
641,265,575,5,909
726,262,627,191,909
674,271,607,188,910
678,265,614,0,0
599,336,578,114,910
647,257,554,0,0
663,254,526,0,875
571,291,534,199,911
597,258,479,0,770
699,263,571,198,909
636,264,606,0,747
675,255,588,0,821
